student,slot 1,slot 2,slot 3
1,Slot 5,Slot 62,Slot 64
2,Slot 41,Slot 44,
3,Slot 15,Slot 16,
4,Slot 12,Slot 13,
5,Slot 14,Slot 35,
6,Slot 22,Slot 23,
7,Slot 15,Slot 16,
8,Slot 29,Slot 30,
9,Slot 21,Slot 24,
10,Slot 58,Slot 59,Slot 61
11,Slot 65,Slot 66,Slot 67
12,Slot 49,Slot 57,Slot 60
13,Slot 8,Slot 51,Slot 56
14,Slot 47,Slot 52,
15,Slot 46,Slot 54,
16,Slot 7,Slot 55,Slot 63
17,Slot 6,Slot 45,Slot 53
18,Slot 41,Slot 50,
19,Slot 42,Slot 43,
20,Slot 4,Slot 40,
21,Slot 9,Slot 45,
22,Slot 38,Slot 44,
23,Slot 38,Slot 48,
24,Slot 36,Slot 43,
25,Slot 36,Slot 42,
26,Slot 34,Slot 40,
27,Slot 4,Slot 37,
28,Slot 37,Slot 39,
29,Slot 1,Slot 39,
30,Slot 3,Slot 26,
31,Slot 34,Slot 35,
32,Slot 27,Slot 29,
33,Slot 2,Slot 17,
34,Slot 2,Slot 19,
35,Slot 1,Slot 11,
36,Slot 14,Slot 21,
37,Slot 18,Slot 19,
38,Slot 24,Slot 25,
39,Slot 12,Slot 13,
40,Slot 25,Slot 30,
41,Slot 10,Slot 11,
42,Slot 23,Slot 28,
43,Slot 17,Slot 22,
44,Slot 31,Slot 33,
45,Slot 10,Slot 18,
46,Slot 32,Slot 33,
47,Slot 26,Slot 27,
48,Slot 20,Slot 28,
49,Slot 31,Slot 32,
50,Slot 3,Slot 20,
