student,slot 1,slot 2,slot 3
1,Slot 51,Slot 61,Slot 63
2,Slot 43,Slot 44,
3,Slot 11,Slot 13,
4,Slot 14,Slot 26,
5,Slot 18,Slot 20,
6,Slot 24,Slot 30,
7,Slot 19,Slot 20,
8,Slot 2,Slot 18,
9,Slot 3,Slot 29,
10,Slot 65,Slot 66,Slot 67
11,Slot 5,Slot 48,Slot 49
12,Slot 59,Slot 60,Slot 64
13,Slot 7,Slot 8,Slot 9
14,Slot 53,Slot 54,Slot 57
15,Slot 52,Slot 55,Slot 56
16,Slot 6,Slot 47,Slot 62
17,Slot 50,Slot 58,
18,Slot 45,Slot 46,
19,Slot 44,Slot 45,
20,Slot 42,Slot 46,
21,Slot 42,Slot 43,
22,Slot 40,Slot 41,
23,Slot 4,Slot 40,
24,Slot 39,Slot 41,
25,Slot 4,Slot 37,
26,Slot 38,Slot 39,
27,Slot 36,Slot 38,
28,Slot 36,Slot 37,
29,Slot 32,Slot 33,
30,Slot 10,Slot 16,
31,Slot 28,Slot 34,
32,Slot 28,Slot 35,
33,Slot 12,Slot 13,
34,Slot 17,Slot 21,
35,Slot 1,Slot 10,
36,Slot 17,Slot 25,
37,Slot 24,Slot 25,
38,Slot 12,Slot 32,
39,Slot 11,Slot 34,
40,Slot 19,Slot 33,
41,Slot 1,Slot 14,
42,Slot 15,Slot 16,
43,Slot 3,Slot 27,
44,Slot 2,Slot 22,
45,Slot 22,Slot 23,
46,Slot 23,Slot 27,
47,Slot 15,Slot 31,
48,Slot 21,Slot 26,
49,Slot 30,Slot 31,
50,Slot 29,Slot 35,
