student,slot 1,slot 2,slot 3
1,Slot 56,Slot 57,Slot 59
2,Slot 4,Slot 60,
3,Slot 16,Slot 39,
4,Slot 23,Slot 27,
5,Slot 25,Slot 26,
6,Slot 19,Slot 31,
7,Slot 20,Slot 26,
8,Slot 20,Slot 28,
9,Slot 31,Slot 33,
10,Slot 51,Slot 52,
11,Slot 49,Slot 61,Slot 62
12,Slot 53,Slot 54,Slot 63
13,Slot 58,Slot 64,
14,Slot 9,Slot 46,
15,Slot 44,Slot 55,
16,Slot 8,Slot 43,
17,Slot 66,Slot 67,
18,Slot 41,Slot 50,
19,Slot 45,Slot 47,
20,Slot 6,Slot 7,
21,Slot 38,Slot 42,
22,Slot 5,Slot 38,
23,Slot 36,Slot 48,
24,Slot 36,Slot 65,
25,Slot 34,Slot 41,
26,Slot 34,Slot 40,
27,Slot 4,Slot 35,
28,Slot 37,Slot 40,
29,Slot 37,Slot 39,
30,Slot 3,Slot 21,
31,Slot 24,Slot 30,
32,Slot 14,Slot 32,
33,Slot 15,Slot 22,
34,Slot 29,Slot 33,
35,Slot 32,Slot 35,
36,Slot 1,Slot 10,
37,Slot 21,Slot 30,
38,Slot 2,Slot 18,
39,Slot 3,Slot 25,
40,Slot 1,Slot 13,
41,Slot 22,Slot 28,
42,Slot 10,Slot 12,
43,Slot 14,Slot 18,
44,Slot 15,Slot 16,
45,Slot 11,Slot 17,
46,Slot 27,Slot 29,
47,Slot 12,Slot 17,
48,Slot 11,Slot 13,
49,Slot 23,Slot 24,
50,Slot 2,Slot 19,
