student,slot 1,slot 2,slot 3
1,Slot 50,Slot 66,Slot 67
2,Slot 43,Slot 44,
3,Slot 12,Slot 14,
4,Slot 31,Slot 35,
5,Slot 3,Slot 29,
6,Slot 23,Slot 25,
7,Slot 25,Slot 28,
8,Slot 19,Slot 22,
9,Slot 2,Slot 26,
10,Slot 5,Slot 49,Slot 63
11,Slot 56,Slot 60,Slot 65
12,Slot 47,Slot 48,Slot 64
13,Slot 55,Slot 58,Slot 62
14,Slot 8,Slot 54,Slot 59
15,Slot 7,Slot 9,Slot 61
16,Slot 6,Slot 51,Slot 52
17,Slot 53,Slot 57,
18,Slot 45,Slot 46,
19,Slot 45,Slot 47,
20,Slot 41,Slot 44,
21,Slot 41,Slot 43,
22,Slot 40,Slot 42,
23,Slot 39,Slot 42,
24,Slot 4,Slot 40,
25,Slot 4,Slot 39,
26,Slot 36,Slot 37,
27,Slot 36,Slot 38,
28,Slot 17,Slot 38,
29,Slot 3,Slot 33,
30,Slot 1,Slot 15,
31,Slot 2,Slot 18,
32,Slot 18,Slot 22,
33,Slot 11,Slot 12,
34,Slot 27,Slot 28,
35,Slot 21,Slot 26,
36,Slot 10,Slot 16,
37,Slot 32,Slot 33,
38,Slot 15,Slot 16,
39,Slot 30,Slot 32,
40,Slot 13,Slot 14,
41,Slot 10,Slot 13,
42,Slot 24,Slot 27,
43,Slot 17,Slot 37,
44,Slot 1,Slot 11,
45,Slot 23,Slot 31,
46,Slot 21,Slot 34,
47,Slot 19,Slot 20,
48,Slot 20,Slot 24,
49,Slot 34,Slot 35,
50,Slot 29,Slot 30,
