student,slot 1,slot 2,slot 3
1,Slot 5,Slot 60,Slot 66
2,Slot 9,Slot 51,
3,Slot 10,Slot 40,
4,Slot 13,Slot 14,
5,Slot 10,Slot 13,
6,Slot 11,Slot 14,
7,Slot 12,Slot 19,
8,Slot 15,Slot 17,
9,Slot 12,Slot 17,
10,Slot 50,Slot 52,Slot 53
11,Slot 4,Slot 39,
12,Slot 4,Slot 58,
13,Slot 37,Slot 57,
14,Slot 37,Slot 49,
15,Slot 36,Slot 67,
16,Slot 47,Slot 48,
17,Slot 34,Slot 45,
18,Slot 46,Slot 64,
19,Slot 54,Slot 65,
20,Slot 44,Slot 59,
21,Slot 8,Slot 61,
22,Slot 7,Slot 43,
23,Slot 31,Slot 63,
24,Slot 19,Slot 42,
25,Slot 6,Slot 55,
26,Slot 18,Slot 24,
27,Slot 56,Slot 62,
28,Slot 21,Slot 41,
29,Slot 25,Slot 40,
30,Slot 32,Slot 39,
31,Slot 1,Slot 33,
32,Slot 22,Slot 28,
33,Slot 2,Slot 23,
34,Slot 23,Slot 31,
35,Slot 30,Slot 38,
36,Slot 15,Slot 16,
37,Slot 1,Slot 20,
38,Slot 26,Slot 34,
39,Slot 21,Slot 22,
40,Slot 2,Slot 35,
41,Slot 26,Slot 28,
42,Slot 16,Slot 29,
43,Slot 3,Slot 18,
44,Slot 35,Slot 36,
45,Slot 3,Slot 32,
46,Slot 24,Slot 30,
47,Slot 25,Slot 33,
48,Slot 11,Slot 27,
49,Slot 27,Slot 29,
50,Slot 20,Slot 38,
