student,slot 1,slot 2,slot 3
1,Slot 9,Slot 55,Slot 61
2,Slot 4,Slot 45,
3,Slot 11,Slot 13,
4,Slot 10,Slot 12,
5,Slot 22,Slot 32,
6,Slot 14,Slot 23,
7,Slot 15,Slot 17,
8,Slot 33,Slot 35,
9,Slot 26,Slot 31,
10,Slot 6,Slot 8,Slot 54
11,Slot 64,Slot 65,Slot 66
12,Slot 46,Slot 53,Slot 60
13,Slot 47,Slot 63,Slot 67
14,Slot 5,Slot 46,Slot 48
15,Slot 51,Slot 58,
16,Slot 44,Slot 50,Slot 56
17,Slot 49,Slot 57,Slot 59
18,Slot 42,Slot 52,
19,Slot 7,Slot 62,
20,Slot 40,Slot 44,
21,Slot 39,Slot 43,
22,Slot 39,Slot 43,
23,Slot 37,Slot 45,
24,Slot 41,Slot 42,
25,Slot 4,Slot 41,
26,Slot 34,Slot 40,
27,Slot 3,Slot 38,
28,Slot 37,Slot 38,
29,Slot 28,Slot 29,
30,Slot 27,Slot 29,
31,Slot 1,Slot 16,
32,Slot 3,Slot 24,
33,Slot 20,Slot 33,
34,Slot 27,Slot 32,
35,Slot 10,Slot 11,
36,Slot 35,Slot 36,
37,Slot 19,Slot 21,
38,Slot 13,Slot 16,
39,Slot 1,Slot 12,
40,Slot 17,Slot 22,
41,Slot 2,Slot 20,
42,Slot 15,Slot 18,
43,Slot 2,Slot 18,
44,Slot 28,Slot 34,
45,Slot 26,Slot 30,
46,Slot 14,Slot 19,
47,Slot 25,Slot 36,
48,Slot 30,Slot 31,
49,Slot 21,Slot 23,
50,Slot 24,Slot 25,
