student,slot 1,slot 2,slot 3
1,Slot 7,Slot 55,Slot 56
2,Slot 41,Slot 67,
3,Slot 2,Slot 20,
4,Slot 13,Slot 21,
5,Slot 18,Slot 32,
6,Slot 14,Slot 16,
7,Slot 16,Slot 17,
8,Slot 19,Slot 21,
9,Slot 2,Slot 18,
10,Slot 9,Slot 51,Slot 53
11,Slot 8,Slot 49,Slot 57
12,Slot 54,Slot 58,Slot 62
13,Slot 52,Slot 59,Slot 63
14,Slot 48,Slot 50,Slot 66
15,Slot 47,Slot 60,Slot 61
16,Slot 43,Slot 45,
17,Slot 43,Slot 44,
18,Slot 6,Slot 64,
19,Slot 5,Slot 46,
20,Slot 6,Slot 65,
21,Slot 4,Slot 44,
22,Slot 4,Slot 39,
23,Slot 38,Slot 42,
24,Slot 38,Slot 42,
25,Slot 36,Slot 37,
26,Slot 36,Slot 41,
27,Slot 27,Slot 40,
28,Slot 37,Slot 40,
29,Slot 12,Slot 39,
30,Slot 22,Slot 24,
31,Slot 26,Slot 27,
32,Slot 15,Slot 26,
33,Slot 20,Slot 29,
34,Slot 22,Slot 23,
35,Slot 11,Slot 14,
36,Slot 3,Slot 30,
37,Slot 23,Slot 32,
38,Slot 1,Slot 35,
39,Slot 33,Slot 35,
40,Slot 17,Slot 34,
41,Slot 1,Slot 15,
42,Slot 10,Slot 13,
43,Slot 19,Slot 28,
44,Slot 24,Slot 28,
45,Slot 3,Slot 31,
46,Slot 33,Slot 34,
47,Slot 11,Slot 25,
48,Slot 25,Slot 30,
49,Slot 29,Slot 31,
50,Slot 10,Slot 12,
