student,slot 1,slot 2,slot 3
1,Slot 9,Slot 52,Slot 63
2,Slot 45,Slot 46,
3,Slot 12,Slot 16,
4,Slot 20,Slot 21,
5,Slot 14,Slot 15,
6,Slot 13,Slot 14,
7,Slot 18,Slot 38,
8,Slot 16,Slot 17,
9,Slot 34,Slot 36,
10,Slot 5,Slot 49,Slot 51
11,Slot 53,Slot 56,Slot 62
12,Slot 58,Slot 59,Slot 65
13,Slot 60,Slot 61,Slot 64
14,Slot 50,Slot 66,Slot 67
15,Slot 7,Slot 47,Slot 55
16,Slot 46,Slot 47,Slot 54
17,Slot 8,Slot 57,
18,Slot 36,Slot 48,
19,Slot 6,Slot 37,
20,Slot 43,Slot 44,
21,Slot 43,Slot 44,
22,Slot 33,Slot 42,
23,Slot 41,Slot 42,
24,Slot 4,Slot 41,
25,Slot 39,Slot 40,
26,Slot 39,Slot 40,
27,Slot 4,Slot 38,
28,Slot 10,Slot 19,
29,Slot 28,Slot 35,
30,Slot 2,Slot 31,
31,Slot 22,Slot 23,
32,Slot 34,Slot 35,
33,Slot 11,Slot 12,
34,Slot 1,Slot 17,
35,Slot 18,Slot 19,
36,Slot 29,Slot 32,
37,Slot 21,Slot 27,
38,Slot 2,Slot 28,
39,Slot 25,Slot 32,
40,Slot 1,Slot 10,
41,Slot 22,Slot 30,
42,Slot 20,Slot 37,
43,Slot 13,Slot 27,
44,Slot 3,Slot 30,
45,Slot 26,Slot 33,
46,Slot 23,Slot 29,
47,Slot 3,Slot 25,
48,Slot 24,Slot 26,
49,Slot 24,Slot 31,
50,Slot 11,Slot 15,
