student,slot 1,slot 2,slot 3
1,Slot 61,Slot 62,Slot 65
2,Slot 8,Slot 44,
3,Slot 10,Slot 11,
4,Slot 14,Slot 15,
5,Slot 13,Slot 14,
6,Slot 20,Slot 26,
7,Slot 12,Slot 17,
8,Slot 18,Slot 23,
9,Slot 21,Slot 24,
10,Slot 49,Slot 66,Slot 67
11,Slot 5,Slot 59,Slot 63
12,Slot 47,Slot 56,Slot 64
13,Slot 50,Slot 55,Slot 58
14,Slot 46,Slot 54,
15,Slot 6,Slot 9,Slot 52
16,Slot 7,Slot 53,Slot 60
17,Slot 51,Slot 57,
18,Slot 44,Slot 48,
19,Slot 41,Slot 46,
20,Slot 4,Slot 45,
21,Slot 39,Slot 41,
22,Slot 38,Slot 43,
23,Slot 42,Slot 43,
24,Slot 38,Slot 39,
25,Slot 35,Slot 40,
26,Slot 40,Slot 42,
27,Slot 4,Slot 34,
28,Slot 36,Slot 37,
29,Slot 25,Slot 37,
30,Slot 15,Slot 16,
31,Slot 30,Slot 31,
32,Slot 34,Slot 35,
33,Slot 1,Slot 11,
34,Slot 22,Slot 26,
35,Slot 3,Slot 33,
36,Slot 2,Slot 19,
37,Slot 20,Slot 33,
38,Slot 21,Slot 30,
39,Slot 12,Slot 13,
40,Slot 16,Slot 25,
41,Slot 23,Slot 24,
42,Slot 10,Slot 18,
43,Slot 3,Slot 32,
44,Slot 28,Slot 36,
45,Slot 2,Slot 19,
46,Slot 29,Slot 32,
47,Slot 27,Slot 31,
48,Slot 1,Slot 17,
49,Slot 28,Slot 29,
50,Slot 22,Slot 27,
