student,slot 1,slot 2,slot 3
1,Slot 59,Slot 61,Slot 62
2,Slot 45,Slot 48,
3,Slot 11,Slot 37,
4,Slot 15,Slot 21,
5,Slot 13,Slot 14,
6,Slot 25,Slot 26,
7,Slot 1,Slot 12,
8,Slot 21,Slot 31,
9,Slot 17,Slot 25,
10,Slot 41,Slot 64,Slot 65
11,Slot 42,Slot 46,
12,Slot 54,Slot 56,Slot 57
13,Slot 49,Slot 52,Slot 58
14,Slot 5,Slot 51,Slot 60
15,Slot 39,Slot 67,
16,Slot 9,Slot 55,
17,Slot 37,Slot 50,
18,Slot 6,Slot 63,
19,Slot 35,Slot 66,
20,Slot 47,Slot 53,
21,Slot 24,Slot 43,
22,Slot 7,Slot 27,
23,Slot 8,Slot 19,
24,Slot 4,Slot 40,
25,Slot 40,Slot 43,
26,Slot 42,Slot 44,
27,Slot 4,Slot 41,
28,Slot 38,Slot 39,
29,Slot 19,Slot 38,
30,Slot 27,Slot 30,
31,Slot 16,Slot 20,
32,Slot 26,Slot 28,
33,Slot 24,Slot 32,
34,Slot 18,Slot 29,
35,Slot 3,Slot 31,
36,Slot 10,Slot 23,
37,Slot 11,Slot 16,
38,Slot 32,Slot 36,
39,Slot 12,Slot 13,
40,Slot 3,Slot 30,
41,Slot 33,Slot 34,
42,Slot 1,Slot 15,
43,Slot 2,Slot 10,
44,Slot 33,Slot 34,
45,Slot 17,Slot 18,
46,Slot 14,Slot 23,
47,Slot 28,Slot 36,
48,Slot 2,Slot 20,
49,Slot 22,Slot 35,
50,Slot 22,Slot 29,
