student,slot 1,slot 2,slot 3
1,Slot 50,Slot 60,Slot 61
2,Slot 44,Slot 46,
3,Slot 11,Slot 17,
4,Slot 13,Slot 14,
5,Slot 14,Slot 35,
6,Slot 2,Slot 13,
7,Slot 2,Slot 20,
8,Slot 3,Slot 28,
9,Slot 16,Slot 18,
10,Slot 58,Slot 59,Slot 63
11,Slot 64,Slot 65,Slot 67
12,Slot 47,Slot 49,Slot 57
13,Slot 9,Slot 51,Slot 55
14,Slot 45,Slot 52,
15,Slot 45,Slot 53,Slot 62
16,Slot 7,Slot 8,Slot 54
17,Slot 43,Slot 56,
18,Slot 5,Slot 6,Slot 48
19,Slot 47,Slot 66,
20,Slot 4,Slot 42,
21,Slot 39,Slot 44,
22,Slot 38,Slot 42,
23,Slot 37,Slot 41,
24,Slot 41,Slot 43,
25,Slot 37,Slot 39,
26,Slot 36,Slot 40,
27,Slot 36,Slot 38,
28,Slot 4,Slot 40,
29,Slot 10,Slot 23,
30,Slot 18,Slot 19,
31,Slot 34,Slot 35,
32,Slot 29,Slot 31,
33,Slot 17,Slot 32,
34,Slot 12,Slot 22,
35,Slot 1,Slot 16,
36,Slot 28,Slot 30,
37,Slot 24,Slot 25,
38,Slot 12,Slot 22,
39,Slot 1,Slot 11,
40,Slot 15,Slot 32,
41,Slot 26,Slot 30,
42,Slot 21,Slot 24,
43,Slot 15,Slot 23,
44,Slot 19,Slot 21,
45,Slot 3,Slot 26,
46,Slot 31,Slot 34,
47,Slot 10,Slot 29,
48,Slot 20,Slot 33,
49,Slot 25,Slot 27,
50,Slot 27,Slot 33,
