student,slot 1,slot 2,slot 3
1,Slot 50,Slot 63,Slot 64
2,Slot 42,Slot 47,
3,Slot 11,Slot 13,
4,Slot 20,Slot 22,
5,Slot 12,Slot 13,
6,Slot 1,Slot 11,
7,Slot 12,Slot 16,
8,Slot 14,Slot 15,
9,Slot 16,Slot 17,
10,Slot 9,Slot 62,Slot 66
11,Slot 8,Slot 54,Slot 55
12,Slot 7,Slot 57,Slot 60
13,Slot 51,Slot 58,Slot 59
14,Slot 6,Slot 52,Slot 56
15,Slot 5,Slot 48,Slot 67
16,Slot 46,Slot 49,
17,Slot 45,Slot 46,
18,Slot 43,Slot 44,Slot 65
19,Slot 43,Slot 53,Slot 61
20,Slot 42,Slot 47,
21,Slot 40,Slot 45,
22,Slot 40,Slot 41,
23,Slot 39,Slot 44,
24,Slot 4,Slot 39,
25,Slot 37,Slot 41,
26,Slot 4,Slot 37,
27,Slot 35,Slot 38,
28,Slot 36,Slot 38,
29,Slot 15,Slot 36,
30,Slot 30,Slot 31,
31,Slot 1,Slot 10,
32,Slot 10,Slot 18,
33,Slot 17,Slot 18,
34,Slot 26,Slot 28,
35,Slot 34,Slot 35,
36,Slot 2,Slot 21,
37,Slot 19,Slot 34,
38,Slot 3,Slot 27,
39,Slot 22,Slot 28,
40,Slot 19,Slot 30,
41,Slot 25,Slot 27,
42,Slot 32,Slot 33,
43,Slot 21,Slot 24,
44,Slot 2,Slot 20,
45,Slot 23,Slot 29,
46,Slot 29,Slot 31,
47,Slot 24,Slot 32,
48,Slot 14,Slot 25,
49,Slot 3,Slot 26,
50,Slot 23,Slot 33,
