student,slot 1,slot 2,slot 3
1,Slot 58,Slot 60,Slot 63
2,Slot 41,Slot 44,
3,Slot 11,Slot 12,
4,Slot 26,Slot 29,
5,Slot 17,Slot 21,
6,Slot 12,Slot 23,
7,Slot 13,Slot 20,
8,Slot 14,Slot 15,
9,Slot 15,Slot 16,
10,Slot 8,Slot 61,Slot 66
11,Slot 49,Slot 62,Slot 65
12,Slot 46,Slot 50,Slot 52
13,Slot 47,Slot 48,Slot 59
14,Slot 51,Slot 54,Slot 67
15,Slot 6,Slot 55,Slot 56
16,Slot 9,Slot 45,Slot 64
17,Slot 7,Slot 53,
18,Slot 5,Slot 57,
19,Slot 42,Slot 47,
20,Slot 41,Slot 45,
21,Slot 43,Slot 44,
22,Slot 40,Slot 42,
23,Slot 39,Slot 43,
24,Slot 4,Slot 38,
25,Slot 37,Slot 40,
26,Slot 4,Slot 37,
27,Slot 35,Slot 39,
28,Slot 30,Slot 38,
29,Slot 20,Slot 36,
30,Slot 22,Slot 27,
31,Slot 2,Slot 19,
32,Slot 17,Slot 19,
33,Slot 10,Slot 30,
34,Slot 11,Slot 18,
35,Slot 1,Slot 10,
36,Slot 2,Slot 16,
37,Slot 21,Slot 23,
38,Slot 31,Slot 34,
39,Slot 3,Slot 28,
40,Slot 14,Slot 28,
41,Slot 24,Slot 25,
42,Slot 22,Slot 26,
43,Slot 24,Slot 25,
44,Slot 3,Slot 29,
45,Slot 1,Slot 13,
46,Slot 18,Slot 27,
47,Slot 34,Slot 36,
48,Slot 32,Slot 35,
49,Slot 31,Slot 33,
50,Slot 32,Slot 33,
