student,slot 1,slot 2,slot 3
1,Slot 45,Slot 65,Slot 66
2,Slot 44,Slot 45,
3,Slot 26,Slot 34,
4,Slot 17,Slot 21,
5,Slot 14,Slot 16,
6,Slot 31,Slot 35,
7,Slot 2,Slot 29,
8,Slot 2,Slot 31,
9,Slot 23,Slot 24,
10,Slot 58,Slot 63,Slot 67
11,Slot 43,Slot 55,Slot 56
12,Slot 43,Slot 50,Slot 52
13,Slot 41,Slot 51,Slot 64
14,Slot 60,Slot 61,Slot 62
15,Slot 8,Slot 49,Slot 53
16,Slot 6,Slot 7,Slot 47
17,Slot 38,Slot 39,
18,Slot 9,Slot 57,
19,Slot 46,Slot 48,
20,Slot 5,Slot 46,
21,Slot 42,Slot 44,
22,Slot 54,Slot 59,
23,Slot 33,Slot 42,
24,Slot 40,Slot 41,
25,Slot 4,Slot 40,
26,Slot 4,Slot 30,
27,Slot 37,Slot 39,
28,Slot 37,Slot 38,
29,Slot 19,Slot 36,
30,Slot 16,Slot 34,
31,Slot 12,Slot 20,
32,Slot 29,Slot 36,
33,Slot 21,Slot 24,
34,Slot 20,Slot 27,
35,Slot 22,Slot 23,
36,Slot 1,Slot 11,
37,Slot 17,Slot 18,
38,Slot 3,Slot 33,
39,Slot 12,Slot 13,
40,Slot 1,Slot 11,
41,Slot 10,Slot 25,
42,Slot 13,Slot 32,
43,Slot 3,Slot 25,
44,Slot 18,Slot 28,
45,Slot 26,Slot 28,
46,Slot 30,Slot 32,
47,Slot 10,Slot 19,
48,Slot 14,Slot 15,
49,Slot 15,Slot 22,
50,Slot 27,Slot 35,
