student,slot 1,slot 2,slot 3
1,Slot 52,Slot 61,Slot 62
2,Slot 44,Slot 45,
3,Slot 11,Slot 15,
4,Slot 34,Slot 35,
5,Slot 13,Slot 14,
6,Slot 22,Slot 26,
7,Slot 1,Slot 12,
8,Slot 19,Slot 20,
9,Slot 19,Slot 20,
10,Slot 58,Slot 60,Slot 63
11,Slot 65,Slot 66,Slot 67
12,Slot 49,Slot 57,Slot 64
13,Slot 6,Slot 50,Slot 51
14,Slot 46,Slot 47,Slot 55
15,Slot 7,Slot 53,Slot 59
16,Slot 9,Slot 48,Slot 54
17,Slot 5,Slot 8,Slot 56
18,Slot 8,Slot 46,
19,Slot 44,Slot 45,
20,Slot 41,Slot 43,
21,Slot 41,Slot 42,
22,Slot 42,Slot 43,
23,Slot 4,Slot 40,
24,Slot 4,Slot 40,
25,Slot 38,Slot 39,
26,Slot 38,Slot 39,
27,Slot 36,Slot 37,
28,Slot 36,Slot 37,
29,Slot 29,Slot 35,
30,Slot 10,Slot 14,
31,Slot 16,Slot 29,
32,Slot 15,Slot 27,
33,Slot 18,Slot 26,
34,Slot 30,Slot 31,
35,Slot 3,Slot 17,
36,Slot 17,Slot 28,
37,Slot 18,Slot 25,
38,Slot 2,Slot 34,
39,Slot 12,Slot 13,
40,Slot 32,Slot 33,
41,Slot 16,Slot 21,
42,Slot 1,Slot 10,
43,Slot 2,Slot 22,
44,Slot 32,Slot 33,
45,Slot 21,Slot 24,
46,Slot 23,Slot 28,
47,Slot 11,Slot 25,
48,Slot 23,Slot 30,
49,Slot 3,Slot 31,
50,Slot 24,Slot 27,
