student,slot 1,slot 2,slot 3
1,Slot 63,Slot 65,Slot 66
2,Slot 41,Slot 60,
3,Slot 2,Slot 17,
4,Slot 15,Slot 34,
5,Slot 13,Slot 14,
6,Slot 25,Slot 31,
7,Slot 10,Slot 12,
8,Slot 16,Slot 18,
9,Slot 30,Slot 31,
10,Slot 52,Slot 53,Slot 55
11,Slot 49,Slot 58,Slot 59
12,Slot 47,Slot 54,
13,Slot 6,Slot 48,Slot 50
14,Slot 7,Slot 9,Slot 51
15,Slot 8,Slot 45,
16,Slot 62,Slot 64,
17,Slot 46,Slot 57,
18,Slot 56,Slot 67,
19,Slot 5,Slot 61,
20,Slot 43,Slot 44,
21,Slot 41,Slot 42,
22,Slot 38,Slot 43,
23,Slot 39,Slot 42,
24,Slot 36,Slot 39,
25,Slot 38,Slot 40,
26,Slot 33,Slot 40,
27,Slot 4,Slot 36,
28,Slot 4,Slot 37,
29,Slot 17,Slot 35,
30,Slot 33,Slot 37,
31,Slot 15,Slot 35,
32,Slot 26,Slot 27,
33,Slot 25,Slot 32,
34,Slot 10,Slot 20,
35,Slot 3,Slot 32,
36,Slot 3,Slot 29,
37,Slot 18,Slot 19,
38,Slot 14,Slot 34,
39,Slot 12,Slot 13,
40,Slot 22,Slot 24,
41,Slot 1,Slot 2,
42,Slot 1,Slot 11,
43,Slot 19,Slot 22,
44,Slot 11,Slot 16,
45,Slot 28,Slot 29,
46,Slot 23,Slot 24,
47,Slot 26,Slot 27,
48,Slot 20,Slot 21,
49,Slot 23,Slot 28,
50,Slot 21,Slot 30,
