student,slot 1,slot 2,slot 3
1,Slot 49,Slot 50,Slot 65
2,Slot 8,Slot 48,
3,Slot 12,Slot 39,
4,Slot 2,Slot 19,
5,Slot 10,Slot 18,
6,Slot 24,Slot 32,
7,Slot 16,Slot 17,
8,Slot 21,Slot 22,
9,Slot 3,Slot 26,
10,Slot 41,Slot 66,
11,Slot 5,Slot 64,Slot 67
12,Slot 4,Slot 61,
13,Slot 60,Slot 62,
14,Slot 38,Slot 59,
15,Slot 58,Slot 63,
16,Slot 9,Slot 36,
17,Slot 35,Slot 36,
18,Slot 34,Slot 57,
19,Slot 6,Slot 52,Slot 55
20,Slot 46,Slot 47,
21,Slot 7,Slot 42,
22,Slot 44,Slot 56,
23,Slot 43,Slot 54,
24,Slot 30,Slot 53,
25,Slot 45,Slot 51,
26,Slot 40,Slot 41,
27,Slot 4,Slot 40,
28,Slot 37,Slot 38,
29,Slot 32,Slot 39,
30,Slot 25,Slot 27,
31,Slot 2,Slot 18,
32,Slot 16,Slot 28,
33,Slot 11,Slot 12,
34,Slot 20,Slot 21,
35,Slot 28,Slot 29,
36,Slot 13,Slot 17,
37,Slot 33,Slot 34,
38,Slot 11,Slot 14,
39,Slot 1,Slot 14,
40,Slot 15,Slot 25,
41,Slot 20,Slot 23,
42,Slot 13,Slot 33,
43,Slot 23,Slot 24,
44,Slot 19,Slot 29,
45,Slot 30,Slot 31,
46,Slot 15,Slot 22,
47,Slot 1,Slot 37,
48,Slot 3,Slot 31,
49,Slot 27,Slot 35,
50,Slot 10,Slot 26,
