student,slot 1,slot 2,slot 3
1,Slot 5,Slot 50,Slot 64
2,Slot 4,Slot 56,Slot 65
3,Slot 10,Slot 18,
4,Slot 12,Slot 15,
5,Slot 13,Slot 17,
6,Slot 16,Slot 33,
7,Slot 13,Slot 21,
8,Slot 2,Slot 19,
9,Slot 29,Slot 30,
10,Slot 57,Slot 58,Slot 62
11,Slot 9,Slot 49,Slot 59
12,Slot 7,Slot 47,Slot 60
13,Slot 66,Slot 67,
14,Slot 46,Slot 63,
15,Slot 6,Slot 8,
16,Slot 43,Slot 48,
17,Slot 43,Slot 61,
18,Slot 41,Slot 53,
19,Slot 41,Slot 52,
20,Slot 4,Slot 45,
21,Slot 51,Slot 55,
22,Slot 44,Slot 54,
23,Slot 39,Slot 40,
24,Slot 40,Slot 42,
25,Slot 37,Slot 42,
26,Slot 37,Slot 38,
27,Slot 38,Slot 39,
28,Slot 11,Slot 36,
29,Slot 33,Slot 36,
30,Slot 22,Slot 24,
31,Slot 23,Slot 25,
32,Slot 20,Slot 22,
33,Slot 26,Slot 27,
34,Slot 11,Slot 12,
35,Slot 1,Slot 24,
36,Slot 1,Slot 10,
37,Slot 3,Slot 26,
38,Slot 30,Slot 34,
39,Slot 14,Slot 17,
40,Slot 28,Slot 34,
41,Slot 14,Slot 15,
42,Slot 2,Slot 25,
43,Slot 20,Slot 31,
44,Slot 23,Slot 35,
45,Slot 16,Slot 32,
46,Slot 3,Slot 18,
47,Slot 19,Slot 21,
48,Slot 28,Slot 29,
49,Slot 27,Slot 32,
50,Slot 31,Slot 35,
