student,slot 1,slot 2,slot 3
1,Slot 49,Slot 60,Slot 61
2,Slot 9,Slot 40,
3,Slot 10,Slot 11,
4,Slot 10,Slot 12,
5,Slot 19,Slot 21,
6,Slot 15,Slot 20,
7,Slot 16,Slot 17,
8,Slot 3,Slot 37,
9,Slot 18,Slot 20,
10,Slot 5,Slot 57,Slot 66
11,Slot 63,Slot 64,Slot 65
12,Slot 6,Slot 56,Slot 58
13,Slot 46,Slot 54,Slot 55
14,Slot 48,Slot 59,Slot 67
15,Slot 7,Slot 8,Slot 45
16,Slot 44,Slot 45,
17,Slot 48,Slot 50,
18,Slot 52,Slot 53,
19,Slot 40,Slot 51,
20,Slot 41,Slot 43,
21,Slot 38,Slot 43,
22,Slot 42,Slot 62,
23,Slot 42,Slot 47,
24,Slot 36,Slot 41,
25,Slot 4,Slot 35,
26,Slot 4,Slot 33,
27,Slot 37,Slot 39,
28,Slot 38,Slot 39,
29,Slot 3,Slot 18,
30,Slot 2,Slot 19,
31,Slot 32,Slot 34,
32,Slot 2,Slot 14,
33,Slot 30,Slot 36,
34,Slot 27,Slot 28,
35,Slot 28,Slot 31,
36,Slot 22,Slot 25,
37,Slot 27,Slot 29,
38,Slot 13,Slot 14,
39,Slot 15,Slot 16,
40,Slot 23,Slot 31,
41,Slot 25,Slot 30,
42,Slot 1,Slot 22,
43,Slot 17,Slot 32,
44,Slot 11,Slot 12,
45,Slot 1,Slot 13,
46,Slot 24,Slot 29,
47,Slot 24,Slot 33,
48,Slot 34,Slot 35,
49,Slot 21,Slot 26,
50,Slot 23,Slot 26,
