student,slot 1,slot 2,slot 3
1,Slot 60,Slot 61,Slot 62
2,Slot 5,Slot 40,
3,Slot 11,Slot 35,
4,Slot 12,Slot 16,
5,Slot 14,Slot 15,
6,Slot 19,Slot 29,
7,Slot 14,Slot 16,
8,Slot 2,Slot 17,
9,Slot 17,Slot 23,
10,Slot 53,Slot 54,Slot 55
11,Slot 57,Slot 63,Slot 64
12,Slot 48,Slot 59,Slot 65
13,Slot 49,Slot 52,Slot 56
14,Slot 45,Slot 50,Slot 66
15,Slot 7,Slot 9,Slot 51
16,Slot 6,Slot 46,Slot 67
17,Slot 8,Slot 58,
18,Slot 42,Slot 47,
19,Slot 42,Slot 45,
20,Slot 5,Slot 41,
21,Slot 39,Slot 44,
22,Slot 40,Slot 43,
23,Slot 37,Slot 41,
24,Slot 43,Slot 44,
25,Slot 4,Slot 38,
26,Slot 4,Slot 34,
27,Slot 34,Slot 39,
28,Slot 31,Slot 38,
29,Slot 29,Slot 36,
30,Slot 13,Slot 23,
31,Slot 27,Slot 35,
32,Slot 26,Slot 28,
33,Slot 24,Slot 33,
34,Slot 21,Slot 31,
35,Slot 1,Slot 22,
36,Slot 18,Slot 21,
37,Slot 19,Slot 30,
38,Slot 33,Slot 37,
39,Slot 12,Slot 13,
40,Slot 25,Slot 26,
41,Slot 24,Slot 32,
42,Slot 3,Slot 30,
43,Slot 1,Slot 18,
44,Slot 2,Slot 20,
45,Slot 10,Slot 15,
46,Slot 10,Slot 11,
47,Slot 3,Slot 20,
48,Slot 32,Slot 36,
49,Slot 25,Slot 28,
50,Slot 22,Slot 27,
