student,slot 1,slot 2,slot 3
1,Slot 6,Slot 49,Slot 58
2,Slot 4,Slot 44,
3,Slot 12,Slot 22,
4,Slot 2,Slot 15,
5,Slot 21,Slot 26,
6,Slot 13,Slot 14,
7,Slot 18,Slot 25,
8,Slot 2,Slot 19,
9,Slot 16,Slot 19,
10,Slot 57,Slot 67,
11,Slot 54,Slot 65,
12,Slot 50,Slot 62,Slot 63
13,Slot 45,Slot 48,
14,Slot 55,Slot 64,
15,Slot 46,Slot 60,Slot 66
16,Slot 51,Slot 53,
17,Slot 41,Slot 42,
18,Slot 8,Slot 47,
19,Slot 4,Slot 43,
20,Slot 7,Slot 38,
21,Slot 38,Slot 39,
22,Slot 5,Slot 36,
23,Slot 9,Slot 35,
24,Slot 35,Slot 59,
25,Slot 34,Slot 52,
26,Slot 40,Slot 56,
27,Slot 40,Slot 61,
28,Slot 37,Slot 41,
29,Slot 3,Slot 37,
30,Slot 1,Slot 10,
31,Slot 22,Slot 23,
32,Slot 20,Slot 33,
33,Slot 11,Slot 12,
34,Slot 3,Slot 28,
35,Slot 16,Slot 17,
36,Slot 26,Slot 39,
37,Slot 15,Slot 36,
38,Slot 10,Slot 24,
39,Slot 27,Slot 29,
40,Slot 18,Slot 23,
41,Slot 30,Slot 31,
42,Slot 29,Slot 34,
43,Slot 11,Slot 25,
44,Slot 17,Slot 32,
45,Slot 1,Slot 20,
46,Slot 13,Slot 14,
47,Slot 21,Slot 24,
48,Slot 30,Slot 31,
49,Slot 27,Slot 28,
50,Slot 32,Slot 33,
