student,slot 1,slot 2,slot 3
1,Slot 5,Slot 8,Slot 65
2,Slot 50,Slot 52,
3,Slot 11,Slot 23,
4,Slot 14,Slot 15,
5,Slot 13,Slot 14,
6,Slot 15,Slot 16,
7,Slot 38,Slot 39,
8,Slot 11,Slot 16,
9,Slot 22,Slot 24,
10,Slot 6,Slot 7,Slot 9
11,Slot 47,Slot 56,Slot 59
12,Slot 47,Slot 54,Slot 61
13,Slot 45,Slot 55,Slot 58
14,Slot 45,Slot 57,Slot 67
15,Slot 43,Slot 60,
16,Slot 43,Slot 66,
17,Slot 42,Slot 64,
18,Slot 62,Slot 63,
19,Slot 40,Slot 46,
20,Slot 39,Slot 44,
21,Slot 42,Slot 48,Slot 49
22,Slot 37,Slot 51,
23,Slot 41,Slot 53,
24,Slot 4,Slot 41,
25,Slot 34,Slot 40,
26,Slot 4,Slot 34,
27,Slot 37,Slot 38,
28,Slot 29,Slot 36,
29,Slot 17,Slot 36,
30,Slot 25,Slot 26,
31,Slot 19,Slot 20,
32,Slot 1,Slot 35,
33,Slot 20,Slot 21,
34,Slot 24,Slot 28,
35,Slot 2,Slot 33,
36,Slot 1,Slot 19,
37,Slot 25,Slot 33,
38,Slot 32,Slot 35,
39,Slot 12,Slot 13,
40,Slot 2,Slot 18,
41,Slot 3,Slot 27,
42,Slot 10,Slot 17,
43,Slot 12,Slot 28,
44,Slot 30,Slot 31,
45,Slot 26,Slot 27,
46,Slot 3,Slot 23,
47,Slot 30,Slot 32,
48,Slot 18,Slot 21,
49,Slot 29,Slot 31,
50,Slot 10,Slot 22,
