student,slot 1,slot 2,slot 3
1,Slot 6,Slot 7,Slot 8
2,Slot 43,Slot 45,
3,Slot 10,Slot 11,
4,Slot 16,Slot 34,
5,Slot 14,Slot 17,
6,Slot 1,Slot 14,
7,Slot 13,Slot 16,
8,Slot 18,Slot 34,
9,Slot 12,Slot 33,
10,Slot 9,Slot 51,Slot 53
11,Slot 54,Slot 55,Slot 56
12,Slot 57,Slot 58,Slot 60
13,Slot 48,Slot 50,Slot 61
14,Slot 47,Slot 59,Slot 63
15,Slot 46,Slot 64,Slot 65
16,Slot 49,Slot 62,Slot 66
17,Slot 52,Slot 67,
18,Slot 5,Slot 44,
19,Slot 45,Slot 46,
20,Slot 42,Slot 44,
21,Slot 40,Slot 43,
22,Slot 4,Slot 42,
23,Slot 40,Slot 41,
24,Slot 39,Slot 41,
25,Slot 37,Slot 38,
26,Slot 37,Slot 39,
27,Slot 36,Slot 38,
28,Slot 33,Slot 35,
29,Slot 17,Slot 18,
30,Slot 3,Slot 31,
31,Slot 23,Slot 26,
32,Slot 29,Slot 32,
33,Slot 21,Slot 31,
34,Slot 25,Slot 28,
35,Slot 10,Slot 15,
36,Slot 19,Slot 35,
37,Slot 2,Slot 11,
38,Slot 1,Slot 13,
39,Slot 27,Slot 29,
40,Slot 20,Slot 24,
41,Slot 22,Slot 23,
42,Slot 12,Slot 30,
43,Slot 21,Slot 22,
44,Slot 2,Slot 24,
45,Slot 4,Slot 19,
46,Slot 30,Slot 36,
47,Slot 28,Slot 32,
48,Slot 3,Slot 26,
49,Slot 25,Slot 27,
50,Slot 15,Slot 20,
