student,slot 1,slot 2,slot 3
1,Slot 62,Slot 63,Slot 64
2,Slot 6,Slot 43,Slot 50
3,Slot 10,Slot 11,
4,Slot 15,Slot 20,
5,Slot 13,Slot 14,
6,Slot 16,Slot 17,
7,Slot 17,Slot 18,
8,Slot 15,Slot 19,
9,Slot 2,Slot 20,
10,Slot 65,Slot 66,Slot 67
11,Slot 48,Slot 52,Slot 54
12,Slot 47,Slot 48,Slot 58
13,Slot 53,Slot 57,Slot 59
14,Slot 55,Slot 60,
15,Slot 5,Slot 49,
16,Slot 56,Slot 61,
17,Slot 44,Slot 45,
18,Slot 42,Slot 51,
19,Slot 8,Slot 43,Slot 46
20,Slot 7,Slot 41,
21,Slot 4,Slot 9,
22,Slot 38,Slot 44,
23,Slot 38,Slot 42,
24,Slot 39,Slot 40,
25,Slot 36,Slot 37,
26,Slot 35,Slot 41,
27,Slot 39,Slot 40,
28,Slot 4,Slot 34,
29,Slot 25,Slot 37,
30,Slot 26,Slot 28,
31,Slot 23,Slot 34,
32,Slot 12,Slot 27,
33,Slot 14,Slot 24,
34,Slot 30,Slot 31,
35,Slot 2,Slot 36,
36,Slot 22,Slot 23,
37,Slot 21,Slot 35,
38,Slot 1,Slot 11,
39,Slot 12,Slot 21,
40,Slot 18,Slot 19,
41,Slot 1,Slot 13,
42,Slot 10,Slot 16,
43,Slot 3,Slot 25,
44,Slot 3,Slot 28,
45,Slot 22,Slot 27,
46,Slot 32,Slot 33,
47,Slot 32,Slot 33,
48,Slot 30,Slot 31,
49,Slot 26,Slot 29,
50,Slot 24,Slot 29,
