student,slot 1,slot 2,slot 3
1,Slot 5,Slot 59,Slot 61
2,Slot 43,Slot 55,Slot 58
3,Slot 11,Slot 23,
4,Slot 13,Slot 28,
5,Slot 13,Slot 29,
6,Slot 14,Slot 35,
7,Slot 12,Slot 15,
8,Slot 30,Slot 31,
9,Slot 16,Slot 25,
10,Slot 49,Slot 60,Slot 63
11,Slot 62,Slot 64,Slot 65
12,Slot 7,Slot 8,Slot 47
13,Slot 9,Slot 57,Slot 66
14,Slot 44,Slot 54,
15,Slot 46,Slot 48,
16,Slot 45,Slot 50,
17,Slot 6,Slot 44,
18,Slot 53,Slot 56,
19,Slot 42,Slot 51,
20,Slot 4,Slot 67,
21,Slot 4,Slot 39,
22,Slot 43,Slot 52,
23,Slot 41,Slot 45,
24,Slot 37,Slot 40,
25,Slot 38,Slot 42,
26,Slot 39,Slot 41,
27,Slot 38,Slot 40,
28,Slot 36,Slot 37,
29,Slot 19,Slot 24,
30,Slot 10,Slot 14,
31,Slot 10,Slot 22,
32,Slot 26,Slot 27,
33,Slot 18,Slot 23,
34,Slot 2,Slot 16,
35,Slot 3,Slot 17,
36,Slot 24,Slot 30,
37,Slot 20,Slot 21,
38,Slot 21,Slot 22,
39,Slot 32,Slot 33,
40,Slot 18,Slot 19,
41,Slot 28,Slot 36,
42,Slot 2,Slot 20,
43,Slot 34,Slot 35,
44,Slot 27,Slot 29,
45,Slot 26,Slot 32,
46,Slot 1,Slot 17,
47,Slot 3,Slot 31,
48,Slot 15,Slot 33,Slot 34
49,Slot 1,Slot 25,
50,Slot 11,Slot 12,
