student,slot 1,slot 2,slot 3
1,Slot 64,Slot 65,Slot 66
2,Slot 41,Slot 42,
3,Slot 3,Slot 33,
4,Slot 25,Slot 26,
5,Slot 13,Slot 14,
6,Slot 20,Slot 21,
7,Slot 15,Slot 16,
8,Slot 17,Slot 26,
9,Slot 22,Slot 23,
10,Slot 53,Slot 62,Slot 67
11,Slot 51,Slot 55,Slot 63
12,Slot 56,Slot 57,Slot 59
13,Slot 52,Slot 54,Slot 61
14,Slot 48,Slot 58,
15,Slot 7,Slot 47,Slot 49
16,Slot 8,Slot 46,
17,Slot 44,Slot 45,
18,Slot 9,Slot 50,
19,Slot 5,Slot 43,
20,Slot 6,Slot 41,
21,Slot 4,Slot 40,
22,Slot 4,Slot 60,
23,Slot 38,Slot 44,
24,Slot 38,Slot 42,
25,Slot 40,Slot 43,
26,Slot 37,Slot 39,
27,Slot 36,Slot 39,
28,Slot 29,Slot 37,
29,Slot 31,Slot 34,
30,Slot 1,Slot 20,
31,Slot 2,Slot 21,
32,Slot 18,Slot 29,
33,Slot 27,Slot 32,
34,Slot 22,Slot 28,
35,Slot 23,Slot 24,
36,Slot 1,Slot 10,
37,Slot 17,Slot 33,
38,Slot 25,Slot 27,
39,Slot 2,Slot 12,
40,Slot 11,Slot 13,
41,Slot 32,Slot 34,
42,Slot 24,Slot 30,
43,Slot 14,Slot 15,
44,Slot 18,Slot 19,
45,Slot 11,Slot 12,
46,Slot 35,Slot 36,
47,Slot 3,Slot 35,
48,Slot 30,Slot 31,
49,Slot 16,Slot 19,
50,Slot 10,Slot 28,
