student,slot 1,slot 2,slot 3
1,Slot 47,Slot 50,Slot 52
2,Slot 65,Slot 67,
3,Slot 23,Slot 38,
4,Slot 15,Slot 32,
5,Slot 13,Slot 14,
6,Slot 21,Slot 25,
7,Slot 10,Slot 12,
8,Slot 17,Slot 18,
9,Slot 11,Slot 16,
10,Slot 64,Slot 66,
11,Slot 45,Slot 57,
12,Slot 5,Slot 60,Slot 61
13,Slot 43,Slot 55,
14,Slot 43,Slot 59,
15,Slot 41,Slot 46,
16,Slot 58,Slot 63,
17,Slot 56,Slot 62,
18,Slot 39,Slot 49,
19,Slot 38,Slot 39,
20,Slot 36,Slot 53,
21,Slot 36,Slot 54,
22,Slot 4,Slot 34,
23,Slot 8,Slot 34,
24,Slot 42,Slot 44,
25,Slot 6,Slot 9,
26,Slot 31,Slot 51,
27,Slot 7,Slot 48,
28,Slot 3,Slot 40,
29,Slot 4,Slot 37,
30,Slot 25,Slot 30,
31,Slot 1,Slot 19,
32,Slot 30,Slot 32,
33,Slot 21,Slot 35,
34,Slot 11,Slot 19,
35,Slot 22,Slot 28,
36,Slot 15,Slot 26,
37,Slot 20,Slot 33,
38,Slot 28,Slot 29,
39,Slot 12,Slot 13,
40,Slot 33,Slot 37,
41,Slot 26,Slot 27,
42,Slot 1,Slot 10,
43,Slot 16,Slot 18,
44,Slot 27,Slot 35,
45,Slot 3,Slot 24,
46,Slot 23,Slot 31,
47,Slot 14,Slot 24,
48,Slot 2,Slot 20,
49,Slot 17,Slot 29,
50,Slot 2,Slot 22,
