student,slot 1,slot 2,slot 3
1,Slot 50,Slot 60,Slot 61
2,Slot 6,Slot 57,Slot 65
3,Slot 2,Slot 11,
4,Slot 10,Slot 14,
5,Slot 13,Slot 15,
6,Slot 15,Slot 16,
7,Slot 14,Slot 17,
8,Slot 11,Slot 12,
9,Slot 23,Slot 34,
10,Slot 54,Slot 62,Slot 63
11,Slot 49,Slot 59,Slot 64
12,Slot 7,Slot 8,Slot 51
13,Slot 52,Slot 53,
14,Slot 55,Slot 56,
15,Slot 47,Slot 48,Slot 67
16,Slot 44,Slot 45,
17,Slot 9,Slot 43,
18,Slot 5,Slot 66,
19,Slot 40,Slot 42,
20,Slot 4,Slot 40,
21,Slot 39,Slot 58,
22,Slot 44,Slot 46,
23,Slot 42,Slot 43,
24,Slot 36,Slot 41,
25,Slot 34,Slot 41,
26,Slot 4,Slot 39,
27,Slot 26,Slot 38,
28,Slot 3,Slot 31,
29,Slot 3,Slot 37,
30,Slot 25,Slot 30,
31,Slot 18,Slot 38,
32,Slot 27,Slot 29,
33,Slot 1,Slot 2,
34,Slot 10,Slot 22,
35,Slot 27,Slot 28,
36,Slot 18,Slot 19,
37,Slot 33,Slot 36,
38,Slot 22,Slot 35,
39,Slot 12,Slot 13,
40,Slot 1,Slot 17,
41,Slot 16,Slot 20,
42,Slot 35,Slot 37,
43,Slot 32,Slot 33,
44,Slot 24,Slot 29,
45,Slot 30,Slot 31,
46,Slot 21,Slot 23,
47,Slot 28,Slot 32,
48,Slot 21,Slot 24,
49,Slot 19,Slot 20,
50,Slot 25,Slot 26,
