student,slot 1,slot 2,slot 3
1,Slot 8,Slot 56,Slot 60
2,Slot 7,Slot 39,Slot 65
3,Slot 10,Slot 12,
4,Slot 12,Slot 14,
5,Slot 21,Slot 22,
6,Slot 15,Slot 16,
7,Slot 2,Slot 19,
8,Slot 14,Slot 17,
9,Slot 13,Slot 15,
10,Slot 58,Slot 59,
11,Slot 51,Slot 57,
12,Slot 62,Slot 63,Slot 64
13,Slot 45,Slot 49,
14,Slot 55,Slot 67,
15,Slot 43,Slot 50,Slot 54
16,Slot 9,Slot 61,
17,Slot 48,Slot 53,
18,Slot 40,Slot 47,
19,Slot 46,Slot 52,
20,Slot 4,Slot 39,
21,Slot 37,Slot 38,
22,Slot 6,Slot 37,
23,Slot 5,Slot 66,
24,Slot 35,Slot 44,
25,Slot 41,Slot 42,
26,Slot 33,Slot 42,
27,Slot 21,Slot 22,
28,Slot 4,Slot 38,
29,Slot 40,Slot 41,
30,Slot 3,Slot 24,
31,Slot 26,Slot 34,
32,Slot 20,Slot 25,
33,Slot 30,Slot 31,
34,Slot 28,Slot 36,
35,Slot 30,Slot 31,
36,Slot 27,Slot 32,
37,Slot 23,Slot 25,
38,Slot 2,Slot 28,
39,Slot 13,Slot 23,
40,Slot 11,Slot 26,
41,Slot 18,Slot 32,
42,Slot 10,Slot 11,
43,Slot 19,Slot 20,
44,Slot 17,Slot 18,
45,Slot 1,Slot 34,
46,Slot 35,Slot 36,
47,Slot 1,Slot 16,
48,Slot 27,Slot 29,
49,Slot 29,Slot 33,
50,Slot 3,Slot 24,
