student,slot 1,slot 2,slot 3
1,Slot 59,Slot 60,Slot 61
2,Slot 40,Slot 49,
3,Slot 20,Slot 22,
4,Slot 2,Slot 21,
5,Slot 4,Slot 36,
6,Slot 17,Slot 36,
7,Slot 15,Slot 24,
8,Slot 17,Slot 25,
9,Slot 14,Slot 32,
10,Slot 55,Slot 56,Slot 57
11,Slot 53,Slot 54,Slot 63
12,Slot 48,Slot 58,Slot 62
13,Slot 51,Slot 64,Slot 65
14,Slot 9,Slot 46,Slot 47
15,Slot 45,Slot 66,Slot 67
16,Slot 5,Slot 7,Slot 52
17,Slot 8,Slot 50,
18,Slot 6,Slot 42,
19,Slot 45,Slot 46,
20,Slot 40,Slot 43,
21,Slot 39,Slot 44,
22,Slot 39,Slot 44,
23,Slot 37,Slot 38,
24,Slot 42,Slot 43,
25,Slot 35,Slot 41,
26,Slot 4,Slot 41,
27,Slot 28,Slot 34,
28,Slot 3,Slot 37,
29,Slot 18,Slot 27,
30,Slot 21,Slot 22,
31,Slot 30,Slot 31,
32,Slot 3,Slot 29,
33,Slot 2,Slot 35,
34,Slot 11,Slot 23,
35,Slot 1,Slot 10,
36,Slot 11,Slot 13,
37,Slot 23,Slot 27,
38,Slot 16,Slot 19,
39,Slot 10,Slot 12,
40,Slot 26,Slot 34,
41,Slot 12,Slot 33,
42,Slot 29,Slot 33,
43,Slot 14,Slot 20,
44,Slot 15,Slot 24,
45,Slot 1,Slot 18,
46,Slot 25,Slot 28,
47,Slot 32,Slot 38,
48,Slot 19,Slot 26,
49,Slot 30,Slot 31,
50,Slot 13,Slot 16,
