student,slot 1,slot 2,slot 3
1,Slot 61,Slot 63,Slot 64
2,Slot 9,Slot 47,
3,Slot 11,Slot 37,
4,Slot 14,Slot 15,
5,Slot 12,Slot 14,
6,Slot 21,Slot 27,
7,Slot 11,Slot 13,
8,Slot 1,Slot 15,
9,Slot 2,Slot 18,
10,Slot 5,Slot 59,Slot 65
11,Slot 49,Slot 57,Slot 60
12,Slot 41,Slot 62,Slot 67
13,Slot 40,Slot 53,
14,Slot 4,Slot 6,Slot 7
15,Slot 4,Slot 8,
16,Slot 38,Slot 50,
17,Slot 38,Slot 51,
18,Slot 36,Slot 52,
19,Slot 54,Slot 55,
20,Slot 45,Slot 48,
21,Slot 33,Slot 56,Slot 66
22,Slot 44,Slot 46,
23,Slot 42,Slot 58,
24,Slot 43,Slot 44,
25,Slot 25,Slot 43,
26,Slot 40,Slot 41,
27,Slot 39,Slot 42,
28,Slot 20,Slot 39,
29,Slot 23,Slot 37,
30,Slot 23,Slot 24,
31,Slot 3,Slot 30,
32,Slot 33,Slot 34,
33,Slot 16,Slot 22,
34,Slot 18,Slot 20,
35,Slot 17,Slot 21,
36,Slot 30,Slot 31,
37,Slot 17,Slot 29,
38,Slot 1,Slot 16,
39,Slot 12,Slot 13,
40,Slot 34,Slot 35,
41,Slot 3,Slot 28,
42,Slot 19,Slot 31,
43,Slot 10,Slot 36,
44,Slot 25,Slot 27,
45,Slot 10,Slot 19,
46,Slot 24,Slot 26,
47,Slot 32,Slot 35,
48,Slot 22,Slot 28,
49,Slot 2,Slot 26,
50,Slot 29,Slot 32,
