student,slot 1,slot 2,slot 3
1,Slot 54,Slot 64,Slot 66
2,Slot 44,Slot 45,
3,Slot 1,Slot 33,
4,Slot 12,Slot 13,
5,Slot 1,Slot 13,
6,Slot 14,Slot 15,
7,Slot 11,Slot 14,
8,Slot 15,Slot 36,
9,Slot 10,Slot 27,
10,Slot 56,Slot 57,Slot 59
11,Slot 60,Slot 62,Slot 63
12,Slot 5,Slot 47,Slot 49
13,Slot 48,Slot 55,Slot 65
14,Slot 50,Slot 51,Slot 52
15,Slot 8,Slot 9,Slot 53
16,Slot 7,Slot 58,Slot 61
17,Slot 6,Slot 67,
18,Slot 44,Slot 46,
19,Slot 45,Slot 46,
20,Slot 42,Slot 43,
21,Slot 41,Slot 43,
22,Slot 40,Slot 42,
23,Slot 40,Slot 41,
24,Slot 4,Slot 39,
25,Slot 4,Slot 39,
26,Slot 37,Slot 38,
27,Slot 37,Slot 38,
28,Slot 28,Slot 36,
29,Slot 20,Slot 21,
30,Slot 19,Slot 22,
31,Slot 24,Slot 34,
32,Slot 25,Slot 26,
33,Slot 3,Slot 24,
34,Slot 23,Slot 32,
35,Slot 10,Slot 22,
36,Slot 17,Slot 18,
37,Slot 27,Slot 30,
38,Slot 25,Slot 29,
39,Slot 11,Slot 12,
40,Slot 2,Slot 21,
41,Slot 3,Slot 29,
42,Slot 16,Slot 26,
43,Slot 20,Slot 23,
44,Slot 2,Slot 19,
45,Slot 30,Slot 31,
46,Slot 17,Slot 28,
47,Slot 34,Slot 35,
48,Slot 31,Slot 33,
49,Slot 16,Slot 18,
50,Slot 32,Slot 35,
