student,slot 1,slot 2,slot 3
1,Slot 52,Slot 53,Slot 64
2,Slot 39,Slot 45,
3,Slot 10,Slot 11,
4,Slot 14,Slot 15,
5,Slot 13,Slot 14,
6,Slot 22,Slot 25,
7,Slot 12,Slot 16,
8,Slot 17,Slot 18,
9,Slot 16,Slot 17,
10,Slot 5,Slot 66,Slot 67
11,Slot 48,Slot 51,Slot 54
12,Slot 49,Slot 50,Slot 56
13,Slot 60,Slot 61,Slot 62
14,Slot 43,Slot 44,
15,Slot 43,Slot 63,Slot 65
16,Slot 42,Slot 47,
17,Slot 8,Slot 58,
18,Slot 40,Slot 57,
19,Slot 6,Slot 55,
20,Slot 46,Slot 59,
21,Slot 7,Slot 37,
22,Slot 9,Slot 37,
23,Slot 35,Slot 44,
24,Slot 35,Slot 42,
25,Slot 4,Slot 41,
26,Slot 39,Slot 41,
27,Slot 4,Slot 40,
28,Slot 25,Slot 26,
29,Slot 2,Slot 22,
30,Slot 3,Slot 29,
31,Slot 20,Slot 21,
32,Slot 15,Slot 21,
33,Slot 34,Slot 36,
34,Slot 3,Slot 27,
35,Slot 32,Slot 33,
36,Slot 33,Slot 38,
37,Slot 27,Slot 28,
38,Slot 31,Slot 32,
39,Slot 12,Slot 13,
40,Slot 24,Slot 30,
41,Slot 36,Slot 38,
42,Slot 1,Slot 10,
43,Slot 18,Slot 23,
44,Slot 1,Slot 11,
45,Slot 28,Slot 30,
46,Slot 20,Slot 31,
47,Slot 2,Slot 19,
48,Slot 23,Slot 24,
49,Slot 29,Slot 34,
50,Slot 19,Slot 26,
