student,slot 1,slot 2,slot 3
1,Slot 59,Slot 60,Slot 67
2,Slot 44,Slot 45,
3,Slot 10,Slot 11,
4,Slot 1,Slot 29,
5,Slot 13,Slot 14,
6,Slot 15,Slot 16,
7,Slot 10,Slot 12,
8,Slot 11,Slot 16,
9,Slot 1,Slot 17,
10,Slot 56,Slot 61,Slot 62
11,Slot 5,Slot 48,Slot 52
12,Slot 63,Slot 64,Slot 66
13,Slot 49,Slot 57,Slot 58
14,Slot 46,Slot 53,Slot 65
15,Slot 8,Slot 9,Slot 50
16,Slot 6,Slot 7,Slot 47
17,Slot 44,Slot 54,
18,Slot 43,Slot 55,
19,Slot 46,Slot 51,
20,Slot 40,Slot 45,
21,Slot 38,Slot 42,
22,Slot 4,Slot 43,
23,Slot 38,Slot 39,
24,Slot 36,Slot 41,
25,Slot 36,Slot 42,
26,Slot 4,Slot 40,
27,Slot 37,Slot 41,
28,Slot 29,Slot 37,
29,Slot 34,Slot 39,
30,Slot 25,Slot 26,
31,Slot 18,Slot 19,
32,Slot 2,Slot 20,
33,Slot 26,Slot 35,
34,Slot 17,Slot 22,
35,Slot 31,Slot 33,
36,Slot 21,Slot 33,
37,Slot 28,Slot 30,
38,Slot 18,Slot 19,
39,Slot 12,Slot 13,
40,Slot 22,Slot 25,
41,Slot 24,Slot 32,
42,Slot 27,Slot 28,
43,Slot 34,Slot 35,
44,Slot 14,Slot 20,
45,Slot 2,Slot 32,
46,Slot 3,Slot 30,
47,Slot 15,Slot 23,
48,Slot 24,Slot 27,
49,Slot 3,Slot 31,
50,Slot 21,Slot 23,
