student,slot 1,slot 2,slot 3
1,Slot 7,Slot 8,Slot 9
2,Slot 36,Slot 65,Slot 66
3,Slot 3,Slot 31,
4,Slot 15,Slot 29,
5,Slot 13,Slot 14,
6,Slot 27,Slot 28,
7,Slot 11,Slot 12,
8,Slot 3,Slot 30,
9,Slot 24,Slot 32,
10,Slot 60,Slot 63,Slot 67
11,Slot 6,Slot 53,Slot 55
12,Slot 42,Slot 52,Slot 54
13,Slot 5,Slot 51,Slot 58
14,Slot 40,Slot 41,
15,Slot 40,Slot 59,
16,Slot 4,Slot 50,
17,Slot 44,Slot 61,
18,Slot 38,Slot 62,
19,Slot 56,Slot 64,
20,Slot 49,Slot 57,
21,Slot 34,Slot 48,
22,Slot 46,Slot 47,
23,Slot 43,Slot 44,
24,Slot 43,Slot 45,
25,Slot 39,Slot 42,
26,Slot 39,Slot 41,
27,Slot 4,Slot 37,
28,Slot 37,Slot 38,
29,Slot 17,Slot 22,
30,Slot 18,Slot 19,
31,Slot 18,Slot 34,
32,Slot 1,Slot 16,
33,Slot 10,Slot 16,
34,Slot 19,Slot 20,
35,Slot 11,Slot 33,
36,Slot 2,Slot 15,
37,Slot 21,Slot 27,
38,Slot 23,Slot 26,
39,Slot 12,Slot 13,
40,Slot 2,Slot 14,
41,Slot 20,Slot 25,
42,Slot 1,Slot 10,
43,Slot 21,Slot 32,
44,Slot 29,Slot 30,
45,Slot 24,Slot 31,
46,Slot 17,Slot 35,
47,Slot 35,Slot 36,
48,Slot 22,Slot 23,
49,Slot 26,Slot 28,
50,Slot 25,Slot 33,
