student,slot 1,slot 2,slot 3
1,Slot 59,Slot 65,Slot 67
2,Slot 42,Slot 43,
3,Slot 14,Slot 15,
4,Slot 21,Slot 27,
5,Slot 24,Slot 30,
6,Slot 28,Slot 31,
7,Slot 17,Slot 18,
8,Slot 2,Slot 28,
9,Slot 26,Slot 27,
10,Slot 56,Slot 57,Slot 58
11,Slot 60,Slot 61,Slot 62
12,Slot 9,Slot 48,Slot 49
13,Slot 53,Slot 54,Slot 63
14,Slot 5,Slot 52,Slot 55
15,Slot 7,Slot 46,Slot 64
16,Slot 6,Slot 47,Slot 66
17,Slot 46,Slot 51,
18,Slot 44,Slot 50,
19,Slot 8,Slot 44,
20,Slot 43,Slot 45,
21,Slot 40,Slot 45,
22,Slot 4,Slot 40,
23,Slot 39,Slot 42,
24,Slot 4,Slot 41,
25,Slot 37,Slot 41,
26,Slot 38,Slot 39,
27,Slot 37,Slot 38,
28,Slot 29,Slot 36,
29,Slot 32,Slot 35,
30,Slot 21,Slot 34,
31,Slot 1,Slot 10,
32,Slot 20,Slot 25,
33,Slot 12,Slot 13,
34,Slot 16,Slot 20,
35,Slot 19,Slot 29,
36,Slot 11,Slot 16,
37,Slot 22,Slot 25,
38,Slot 12,Slot 36,
39,Slot 15,Slot 26,
40,Slot 1,Slot 13,
41,Slot 10,Slot 11,
42,Slot 23,Slot 24,
43,Slot 32,Slot 33,
44,Slot 22,Slot 35,
45,Slot 3,Slot 34,
46,Slot 2,Slot 30,
47,Slot 14,Slot 17,
48,Slot 3,Slot 18,
49,Slot 19,Slot 23,
50,Slot 31,Slot 33,
