student,slot 1,slot 2,slot 3
1,Slot 5,Slot 63,Slot 64
2,Slot 6,Slot 40,
3,Slot 11,Slot 16,
4,Slot 12,Slot 13,
5,Slot 12,Slot 13,
6,Slot 14,Slot 16,
7,Slot 15,Slot 26,
8,Slot 17,Slot 22,
9,Slot 20,Slot 33,
10,Slot 60,Slot 61,Slot 65
11,Slot 62,Slot 66,Slot 67
12,Slot 48,Slot 49,Slot 56
13,Slot 54,Slot 57,Slot 59
14,Slot 47,Slot 53,Slot 58
15,Slot 7,Slot 52,Slot 55
16,Slot 8,Slot 44,
17,Slot 9,Slot 43,
18,Slot 46,Slot 50,
19,Slot 41,Slot 44,
20,Slot 45,Slot 51,
21,Slot 38,Slot 45,
22,Slot 38,Slot 43,
23,Slot 4,Slot 42,
24,Slot 35,Slot 41,
25,Slot 35,Slot 42,
26,Slot 39,Slot 40,
27,Slot 4,Slot 23,
28,Slot 37,Slot 39,
29,Slot 1,Slot 10,
30,Slot 1,Slot 19,
31,Slot 11,Slot 19,
32,Slot 33,Slot 34,
33,Slot 24,Slot 25,
34,Slot 34,Slot 37,
35,Slot 20,Slot 32,
36,Slot 2,Slot 17,
37,Slot 26,Slot 28,
38,Slot 10,Slot 18,
39,Slot 14,Slot 15,
40,Slot 27,Slot 29,
41,Slot 28,Slot 31,
42,Slot 22,Slot 32,
43,Slot 29,Slot 36,
44,Slot 2,Slot 24,
45,Slot 25,Slot 27,
46,Slot 3,Slot 21,
47,Slot 30,Slot 31,
48,Slot 3,Slot 36,
49,Slot 18,Slot 21,
50,Slot 23,Slot 30,
