student,slot 1,slot 2,slot 3
1,Slot 51,Slot 53,Slot 54
2,Slot 38,Slot 46,
3,Slot 11,Slot 16,
4,Slot 25,Slot 28,
5,Slot 13,Slot 14,
6,Slot 26,Slot 27,
7,Slot 10,Slot 12,
8,Slot 18,Slot 20,
9,Slot 18,Slot 19,
10,Slot 57,Slot 58,Slot 60
11,Slot 45,Slot 59,Slot 64
12,Slot 50,Slot 66,Slot 67
13,Slot 6,Slot 8,Slot 43
14,Slot 43,Slot 52,
15,Slot 41,Slot 55,Slot 63
16,Slot 41,Slot 47,
17,Slot 7,Slot 48,
18,Slot 9,Slot 61,
19,Slot 44,Slot 62,
20,Slot 56,Slot 65,
21,Slot 5,Slot 36,
22,Slot 35,Slot 36,
23,Slot 40,Slot 49,
24,Slot 42,Slot 44,
25,Slot 33,Slot 42,
26,Slot 4,Slot 38,
27,Slot 4,Slot 40,
28,Slot 37,Slot 39,
29,Slot 37,Slot 39,
30,Slot 21,Slot 31,
31,Slot 11,Slot 17,
32,Slot 2,Slot 21,
33,Slot 31,Slot 33,
34,Slot 30,Slot 32,
35,Slot 28,Slot 29,
36,Slot 23,Slot 24,
37,Slot 30,Slot 32,
38,Slot 2,Slot 19,
39,Slot 12,Slot 13,
40,Slot 23,Slot 26,
41,Slot 14,Slot 15,
42,Slot 1,Slot 10,
43,Slot 20,Slot 24,
44,Slot 22,Slot 34,
45,Slot 3,Slot 34,
46,Slot 25,Slot 35,
47,Slot 15,Slot 17,
48,Slot 22,Slot 29,
49,Slot 1,Slot 16,
50,Slot 3,Slot 27,
