student,slot 1,slot 2,slot 3
1,Slot 50,Slot 53,Slot 67
2,Slot 7,Slot 48,
3,Slot 11,Slot 28,
4,Slot 28,Slot 32,
5,Slot 12,Slot 29,
6,Slot 15,Slot 18,
7,Slot 3,Slot 21,
8,Slot 2,Slot 20,
9,Slot 13,Slot 22,
10,Slot 51,Slot 55,Slot 56
11,Slot 6,Slot 42,Slot 58
12,Slot 49,Slot 59,
13,Slot 40,Slot 63,
14,Slot 4,Slot 61,Slot 64
15,Slot 54,Slot 65,
16,Slot 38,Slot 60,
17,Slot 45,Slot 47,
18,Slot 57,Slot 62,
19,Slot 36,Slot 46,
20,Slot 5,Slot 44,
21,Slot 52,Slot 66,
22,Slot 9,Slot 41,
23,Slot 8,Slot 41,
24,Slot 42,Slot 43,
25,Slot 39,Slot 40,
26,Slot 4,Slot 26,
27,Slot 23,Slot 39,
28,Slot 37,Slot 38,
29,Slot 30,Slot 37,
30,Slot 15,Slot 24,
31,Slot 17,Slot 26,
32,Slot 20,Slot 24,
33,Slot 18,Slot 27,
34,Slot 1,Slot 12,
35,Slot 30,Slot 35,
36,Slot 1,Slot 10,
37,Slot 14,Slot 25,
38,Slot 16,Slot 19,
39,Slot 2,Slot 13,
40,Slot 11,Slot 17,
41,Slot 21,Slot 33,
42,Slot 33,Slot 36,
43,Slot 34,Slot 35,
44,Slot 3,Slot 10,
45,Slot 14,Slot 19,
46,Slot 16,Slot 29,
47,Slot 23,Slot 34,
48,Slot 22,Slot 32,
49,Slot 25,Slot 31,
50,Slot 27,Slot 31,
