student,slot 1,slot 2,slot 3
1,Slot 45,Slot 55,Slot 58
2,Slot 9,Slot 37,
3,Slot 20,Slot 22,
4,Slot 14,Slot 17,
5,Slot 14,Slot 35,
6,Slot 16,Slot 18,
7,Slot 18,Slot 19,
8,Slot 21,Slot 22,
9,Slot 16,Slot 17,
10,Slot 52,Slot 53,Slot 54
11,Slot 56,Slot 57,
12,Slot 59,Slot 60,
13,Slot 42,Slot 61,
14,Slot 5,Slot 42,
15,Slot 46,Slot 64,Slot 66
16,Slot 48,Slot 63,
17,Slot 40,Slot 50,
18,Slot 4,Slot 49,
19,Slot 37,Slot 47,
20,Slot 44,Slot 51,
21,Slot 36,Slot 65,
22,Slot 8,Slot 62,
23,Slot 34,Slot 67,
24,Slot 7,Slot 43,
25,Slot 31,Slot 41,
26,Slot 23,Slot 24,
27,Slot 4,Slot 6,
28,Slot 31,Slot 39,
29,Slot 39,Slot 40,
30,Slot 15,Slot 38,
31,Slot 1,Slot 10,
32,Slot 27,Slot 30,
33,Slot 21,Slot 32,
34,Slot 2,Slot 10,
35,Slot 20,Slot 32,
36,Slot 12,Slot 29,
37,Slot 13,Slot 36,
38,Slot 24,Slot 38,
39,Slot 13,Slot 15,
40,Slot 3,Slot 29,
41,Slot 3,Slot 26,
42,Slot 1,Slot 25,
43,Slot 11,Slot 12,
44,Slot 34,Slot 35,
45,Slot 28,Slot 33,
46,Slot 26,Slot 28,
47,Slot 2,Slot 25,
48,Slot 19,Slot 27,
49,Slot 11,Slot 23,
50,Slot 30,Slot 33,
