student,slot 1,slot 2,slot 3
1,Slot 50,Slot 60,Slot 61
2,Slot 6,Slot 44,
3,Slot 12,Slot 14,
4,Slot 21,Slot 27,
5,Slot 21,Slot 22,
6,Slot 10,Slot 13,
7,Slot 30,Slot 36,
8,Slot 20,Slot 28,
9,Slot 19,Slot 20,
10,Slot 57,Slot 58,Slot 59
11,Slot 62,Slot 63,Slot 67
12,Slot 49,Slot 64,Slot 66
13,Slot 9,Slot 52,Slot 53
14,Slot 46,Slot 54,Slot 56
15,Slot 5,Slot 7,Slot 55
16,Slot 8,Slot 51,Slot 65
17,Slot 47,Slot 48,
18,Slot 41,Slot 46,
19,Slot 41,Slot 45,
20,Slot 42,Slot 44,
21,Slot 42,Slot 43,
22,Slot 43,Slot 45,
23,Slot 4,Slot 40,
24,Slot 39,Slot 40,
25,Slot 4,Slot 39,
26,Slot 36,Slot 38,
27,Slot 34,Slot 38,
28,Slot 35,Slot 37,
29,Slot 15,Slot 37,
30,Slot 24,Slot 29,
31,Slot 14,Slot 15,
32,Slot 31,Slot 32,
33,Slot 2,Slot 27,
34,Slot 32,Slot 33,
35,Slot 2,Slot 18,
36,Slot 17,Slot 26,
37,Slot 10,Slot 28,
38,Slot 17,Slot 23,
39,Slot 1,Slot 11,
40,Slot 30,Slot 31,
41,Slot 34,Slot 35,
42,Slot 1,Slot 11,
43,Slot 25,Slot 33,
44,Slot 3,Slot 22,
45,Slot 24,Slot 26,
46,Slot 23,Slot 25,
47,Slot 18,Slot 19,
48,Slot 13,Slot 16,
49,Slot 3,Slot 29,
50,Slot 12,Slot 16,
