student,slot 1,slot 2,slot 3
1,Slot 61,Slot 63,Slot 64
2,Slot 44,Slot 45,
3,Slot 34,Slot 35,
4,Slot 18,Slot 19,
5,Slot 17,Slot 18,
6,Slot 13,Slot 20,
7,Slot 1,Slot 17,
8,Slot 1,Slot 15,
9,Slot 28,Slot 30,
10,Slot 5,Slot 8,Slot 49
11,Slot 57,Slot 60,Slot 65
12,Slot 56,Slot 62,Slot 67
13,Slot 51,Slot 52,Slot 53
14,Slot 9,Slot 46,Slot 54
15,Slot 7,Slot 48,Slot 55
16,Slot 50,Slot 59,Slot 66
17,Slot 6,Slot 58,
18,Slot 46,Slot 47,
19,Slot 44,Slot 45,
20,Slot 42,Slot 43,
21,Slot 42,Slot 43,
22,Slot 40,Slot 41,
23,Slot 40,Slot 41,
24,Slot 4,Slot 39,
25,Slot 4,Slot 39,
26,Slot 37,Slot 38,
27,Slot 36,Slot 38,
28,Slot 23,Slot 36,
29,Slot 28,Slot 29,
30,Slot 11,Slot 24,
31,Slot 32,Slot 33,
32,Slot 15,Slot 16,
33,Slot 12,Slot 24,
34,Slot 21,Slot 22,
35,Slot 10,Slot 14,
36,Slot 11,Slot 12,
37,Slot 23,Slot 26,
38,Slot 32,Slot 33,
39,Slot 2,Slot 13,
40,Slot 27,Slot 29,
41,Slot 10,Slot 14,
42,Slot 16,Slot 20,
43,Slot 2,Slot 19,
44,Slot 26,Slot 27,
45,Slot 21,Slot 25,
46,Slot 30,Slot 31,
47,Slot 3,Slot 31,
48,Slot 3,Slot 35,
49,Slot 34,Slot 37,
50,Slot 22,Slot 25,
