student,slot 1,slot 2,slot 3
1,Slot 45,Slot 52,Slot 61
2,Slot 50,Slot 63,
3,Slot 10,Slot 38,
4,Slot 13,Slot 14,
5,Slot 13,Slot 35,
6,Slot 15,Slot 19,
7,Slot 30,Slot 32,
8,Slot 22,Slot 33,
9,Slot 20,Slot 23,
10,Slot 9,Slot 49,Slot 64
11,Slot 57,Slot 60,
12,Slot 46,Slot 47,Slot 58
13,Slot 8,Slot 54,
14,Slot 59,Slot 65,
15,Slot 41,Slot 51,
16,Slot 44,Slot 53,
17,Slot 43,Slot 55,
18,Slot 4,Slot 7,
19,Slot 39,Slot 56,
20,Slot 37,Slot 48,
21,Slot 37,Slot 66,
22,Slot 36,Slot 67,
23,Slot 6,Slot 62,
24,Slot 5,Slot 34,
25,Slot 34,Slot 42,
26,Slot 40,Slot 41,
27,Slot 3,Slot 40,
28,Slot 4,Slot 38,
29,Slot 21,Slot 39,
30,Slot 11,Slot 12,
31,Slot 17,Slot 18,
32,Slot 16,Slot 19,
33,Slot 24,Slot 25,
34,Slot 2,Slot 29,
35,Slot 27,Slot 28,
36,Slot 1,Slot 11,
37,Slot 29,Slot 36,
38,Slot 10,Slot 18,
39,Slot 3,Slot 31,
40,Slot 12,Slot 14,
41,Slot 32,Slot 35,
42,Slot 20,Slot 26,
43,Slot 1,Slot 2,
44,Slot 23,Slot 24,
45,Slot 31,Slot 33,
46,Slot 15,Slot 16,
47,Slot 17,Slot 26,
48,Slot 27,Slot 28,
49,Slot 25,Slot 30,
50,Slot 21,Slot 22,
