student,slot 1,slot 2,slot 3
1,Slot 61,Slot 62,Slot 63
2,Slot 40,Slot 45,
3,Slot 10,Slot 11,
4,Slot 12,Slot 15,
5,Slot 13,Slot 14,
6,Slot 21,Slot 23,
7,Slot 11,Slot 34,
8,Slot 15,Slot 16,
9,Slot 16,Slot 18,
10,Slot 5,Slot 59,Slot 60
11,Slot 57,Slot 65,Slot 67
12,Slot 54,Slot 56,Slot 64
13,Slot 6,Slot 48,Slot 66
14,Slot 50,Slot 51,Slot 55
15,Slot 7,Slot 8,Slot 58
16,Slot 52,Slot 53,
17,Slot 9,Slot 49,
18,Slot 46,Slot 47,
19,Slot 46,Slot 47,
20,Slot 43,Slot 44,
21,Slot 42,Slot 43,
22,Slot 40,Slot 41,
23,Slot 4,Slot 42,
24,Slot 4,Slot 41,
25,Slot 38,Slot 39,
26,Slot 38,Slot 39,
27,Slot 36,Slot 37,
28,Slot 36,Slot 37,
29,Slot 3,Slot 30,
30,Slot 30,Slot 32,
31,Slot 22,Slot 27,
32,Slot 23,Slot 26,
33,Slot 1,Slot 21,
34,Slot 17,Slot 31,
35,Slot 2,Slot 33,
36,Slot 17,Slot 35,
37,Slot 34,Slot 35,
38,Slot 25,Slot 32,
39,Slot 13,Slot 14,
40,Slot 19,Slot 20,
41,Slot 28,Slot 29,
42,Slot 10,Slot 12,
43,Slot 2,Slot 20,
44,Slot 1,Slot 18,
45,Slot 26,Slot 28,
46,Slot 24,Slot 27,
47,Slot 19,Slot 25,
48,Slot 29,Slot 33,
49,Slot 22,Slot 24,
50,Slot 3,Slot 31,
