student,slot 1,slot 2,slot 3
1,Slot 46,Slot 47,Slot 63
2,Slot 37,Slot 53,
3,Slot 10,Slot 38,
4,Slot 3,Slot 13,
5,Slot 1,Slot 11,
6,Slot 14,Slot 22,
7,Slot 16,Slot 19,
8,Slot 27,Slot 29,
9,Slot 2,Slot 20,
10,Slot 55,Slot 64,Slot 65
11,Slot 5,Slot 62,Slot 66
12,Slot 43,Slot 59,Slot 61
13,Slot 7,Slot 56,Slot 60
14,Slot 48,Slot 51,Slot 57
15,Slot 8,Slot 40,Slot 41
16,Slot 40,Slot 67,
17,Slot 39,Slot 50,
18,Slot 39,Slot 54,
19,Slot 37,Slot 58,
20,Slot 9,Slot 49,
21,Slot 35,Slot 52,
22,Slot 6,Slot 42,
23,Slot 33,Slot 46,
24,Slot 44,Slot 45,
25,Slot 44,Slot 45,
26,Slot 31,Slot 42,
27,Slot 41,Slot 43,
28,Slot 4,Slot 26,
29,Slot 4,Slot 23,
30,Slot 30,Slot 34,
31,Slot 19,Slot 38,
32,Slot 14,Slot 15,
33,Slot 2,Slot 18,
34,Slot 26,Slot 36,
35,Slot 1,Slot 21,
36,Slot 13,Slot 24,
37,Slot 24,Slot 28,
38,Slot 18,Slot 33,
39,Slot 11,Slot 12,
40,Slot 22,Slot 25,
41,Slot 3,Slot 27,
42,Slot 29,Slot 36,
43,Slot 15,Slot 17,
44,Slot 25,Slot 28,
45,Slot 20,Slot 21,
46,Slot 10,Slot 23,
47,Slot 31,Slot 32,
48,Slot 34,Slot 35,
49,Slot 12,Slot 16,Slot 17
50,Slot 30,Slot 32,
