student,slot 1,slot 2,slot 3
1,Slot 5,Slot 49,Slot 63
2,Slot 44,Slot 45,
3,Slot 11,Slot 26,
4,Slot 14,Slot 19,
5,Slot 10,Slot 18,
6,Slot 15,Slot 16,
7,Slot 12,Slot 17,
8,Slot 16,Slot 21,
9,Slot 2,Slot 15,
10,Slot 54,Slot 55,Slot 57
11,Slot 58,Slot 59,Slot 60
12,Slot 64,Slot 66,Slot 67
13,Slot 51,Slot 52,Slot 53
14,Slot 50,Slot 56,Slot 65
15,Slot 47,Slot 48,
16,Slot 8,Slot 9,Slot 46
17,Slot 7,Slot 61,
18,Slot 6,Slot 62,
19,Slot 42,Slot 45,
20,Slot 41,Slot 43,
21,Slot 4,Slot 39,
22,Slot 4,Slot 44,
23,Slot 41,Slot 43,
24,Slot 37,Slot 42,
25,Slot 35,Slot 40,
26,Slot 38,Slot 40,
27,Slot 37,Slot 39,
28,Slot 23,Slot 38,
29,Slot 20,Slot 36,
30,Slot 27,Slot 28,
31,Slot 23,Slot 25,
32,Slot 22,Slot 24,
33,Slot 17,Slot 18,
34,Slot 32,Slot 33,
35,Slot 2,Slot 35,
36,Slot 24,Slot 25,
37,Slot 10,Slot 20,
38,Slot 29,Slot 31,
39,Slot 13,Slot 14,
40,Slot 1,Slot 19,
41,Slot 30,Slot 31,
42,Slot 1,Slot 11,
43,Slot 3,Slot 26,
44,Slot 22,Slot 36,
45,Slot 27,Slot 28,
46,Slot 12,Slot 13,
47,Slot 3,Slot 34,
48,Slot 30,Slot 32,
49,Slot 29,Slot 33,
50,Slot 21,Slot 34,
