student,slot 1,slot 2,slot 3
1,Slot 55,Slot 60,Slot 62
2,Slot 52,Slot 58,
3,Slot 22,Slot 26,
4,Slot 15,Slot 17,
5,Slot 14,Slot 20,
6,Slot 16,Slot 21,
7,Slot 15,Slot 37,
8,Slot 22,Slot 23,
9,Slot 10,Slot 19,
10,Slot 56,Slot 57,Slot 67
11,Slot 44,Slot 53,
12,Slot 64,Slot 65,
13,Slot 48,Slot 61,
14,Slot 42,Slot 45,
15,Slot 49,Slot 66,
16,Slot 40,Slot 46,
17,Slot 4,Slot 9,Slot 50
18,Slot 7,Slot 54,
19,Slot 38,Slot 59,
20,Slot 35,Slot 63,
21,Slot 5,Slot 35,Slot 51
22,Slot 6,Slot 47,
23,Slot 8,Slot 33,
24,Slot 33,Slot 43,
25,Slot 30,Slot 41,
26,Slot 41,Slot 42,
27,Slot 38,Slot 40,
28,Slot 4,Slot 39,
29,Slot 17,Slot 39,
30,Slot 26,Slot 29,
31,Slot 30,Slot 37,
32,Slot 23,Slot 31,
33,Slot 24,Slot 36,
34,Slot 28,Slot 32,
35,Slot 12,Slot 25,
36,Slot 1,Slot 34,
37,Slot 21,Slot 25,
38,Slot 28,Slot 29,
39,Slot 12,Slot 13,
40,Slot 18,Slot 27,
41,Slot 2,Slot 20,
42,Slot 3,Slot 34,
43,Slot 18,Slot 19,
44,Slot 1,Slot 13,
45,Slot 10,Slot 24,
46,Slot 11,Slot 14,
47,Slot 27,Slot 31,
48,Slot 32,Slot 36,
49,Slot 11,Slot 16,
50,Slot 2,Slot 3,
