student,slot 1,slot 2,slot 3
1,Slot 53,Slot 57,Slot 61
2,Slot 6,Slot 37,
3,Slot 10,Slot 11,
4,Slot 14,Slot 15,
5,Slot 13,Slot 14,
6,Slot 15,Slot 16,
7,Slot 2,Slot 19,
8,Slot 21,Slot 22,
9,Slot 22,Slot 26,
10,Slot 50,Slot 51,Slot 67
11,Slot 59,Slot 63,Slot 65
12,Slot 8,Slot 48,Slot 55
13,Slot 5,Slot 43,Slot 52
14,Slot 49,Slot 62,
15,Slot 9,Slot 60,Slot 66
16,Slot 40,Slot 58,
17,Slot 7,Slot 56,Slot 64
18,Slot 39,Slot 45,
19,Slot 46,Slot 47,
20,Slot 44,Slot 54,
21,Slot 41,Slot 45,
22,Slot 34,Slot 44,
23,Slot 34,Slot 42,
24,Slot 4,Slot 43,
25,Slot 41,Slot 42,
26,Slot 39,Slot 40,
27,Slot 4,Slot 38,
28,Slot 37,Slot 38,
29,Slot 35,Slot 36,
30,Slot 18,Slot 20,
31,Slot 1,Slot 19,
32,Slot 12,Slot 27,
33,Slot 1,Slot 10,
34,Slot 11,Slot 17,
35,Slot 3,Slot 30,
36,Slot 27,Slot 28,
37,Slot 12,Slot 16,
38,Slot 25,Slot 26,
39,Slot 13,Slot 23,
40,Slot 29,Slot 35,
41,Slot 2,Slot 20,
42,Slot 3,Slot 24,
43,Slot 17,Slot 18,
44,Slot 21,Slot 29,
45,Slot 28,Slot 33,
46,Slot 31,Slot 32,
47,Slot 23,Slot 36,
48,Slot 32,Slot 33,
49,Slot 24,Slot 25,
50,Slot 30,Slot 31,
