student,slot 1,slot 2,slot 3
1,Slot 57,Slot 58,Slot 60
2,Slot 43,Slot 46,
3,Slot 11,Slot 12,
4,Slot 12,Slot 13,
5,Slot 2,Slot 28,
6,Slot 15,Slot 22,
7,Slot 15,Slot 35,
8,Slot 17,Slot 19,
9,Slot 21,Slot 22,
10,Slot 54,Slot 55,Slot 56
11,Slot 52,Slot 53,Slot 61
12,Slot 49,Slot 62,Slot 63
13,Slot 6,Slot 59,Slot 64
14,Slot 8,Slot 9,Slot 66
15,Slot 45,Slot 48,Slot 51
16,Slot 5,Slot 7,Slot 47
17,Slot 65,Slot 67,
18,Slot 42,Slot 50,
19,Slot 7,Slot 41,
20,Slot 44,Slot 45,
21,Slot 39,Slot 43,
22,Slot 42,Slot 44,
23,Slot 37,Slot 41,
24,Slot 37,Slot 40,
25,Slot 4,Slot 35,
26,Slot 4,Slot 34,
27,Slot 38,Slot 40,
28,Slot 36,Slot 38,
29,Slot 33,Slot 39,
30,Slot 31,Slot 32,
31,Slot 14,Slot 24,
32,Slot 19,Slot 32,
33,Slot 1,Slot 10,
34,Slot 1,Slot 17,
35,Slot 10,Slot 13,
36,Slot 2,Slot 20,
37,Slot 25,Slot 26,
38,Slot 34,Slot 36,
39,Slot 14,Slot 16,
40,Slot 30,Slot 33,
41,Slot 16,Slot 21,
42,Slot 11,Slot 23,
43,Slot 3,Slot 31,
44,Slot 18,Slot 23,
45,Slot 25,Slot 29,
46,Slot 24,Slot 26,
47,Slot 27,Slot 28,
48,Slot 18,Slot 20,
49,Slot 29,Slot 30,
50,Slot 3,Slot 27,
