student,slot 1,slot 2,slot 3
1,Slot 63,Slot 64,
2,Slot 48,Slot 52,
3,Slot 10,Slot 37,
4,Slot 12,Slot 14,
5,Slot 2,Slot 20,
6,Slot 14,Slot 15,
7,Slot 11,Slot 13,
8,Slot 30,Slot 31,
9,Slot 13,Slot 15,
10,Slot 58,Slot 59,
11,Slot 62,Slot 67,
12,Slot 5,Slot 50,
13,Slot 42,Slot 60,
14,Slot 56,Slot 61,
15,Slot 4,Slot 51,
16,Slot 46,Slot 65,
17,Slot 38,Slot 54,
18,Slot 41,Slot 44,
19,Slot 9,Slot 43,
20,Slot 34,Slot 45,
21,Slot 4,Slot 6,Slot 7
22,Slot 49,Slot 53,
23,Slot 8,Slot 57,
24,Slot 40,Slot 47,
25,Slot 27,Slot 66,
26,Slot 17,Slot 55,
27,Slot 2,Slot 39,
28,Slot 37,Slot 39,
29,Slot 25,Slot 38,
30,Slot 1,Slot 11,
31,Slot 19,Slot 21,
32,Slot 21,Slot 30,
33,Slot 22,Slot 32,
34,Slot 22,Slot 24,
35,Slot 24,Slot 36,
36,Slot 32,Slot 33,
37,Slot 16,Slot 33,
38,Slot 19,Slot 23,
39,Slot 12,Slot 34,
40,Slot 3,Slot 35,
41,Slot 3,Slot 29,
42,Slot 1,Slot 10,
43,Slot 16,Slot 18,
44,Slot 28,Slot 29,
45,Slot 17,Slot 18,
46,Slot 25,Slot 26,
47,Slot 20,Slot 23,
48,Slot 28,Slot 31,
49,Slot 26,Slot 27,
50,Slot 35,Slot 36,
