student,slot 1,slot 2,slot 3
1,Slot 45,Slot 58,Slot 61
2,Slot 37,Slot 54,
3,Slot 11,Slot 17,
4,Slot 13,Slot 16,
5,Slot 13,Slot 29,
6,Slot 14,Slot 15,
7,Slot 14,Slot 31,
8,Slot 1,Slot 15,
9,Slot 19,Slot 25,
10,Slot 45,Slot 63,Slot 64
11,Slot 60,Slot 62,Slot 66
12,Slot 43,Slot 56,Slot 65
13,Slot 5,Slot 57,Slot 67
14,Slot 42,Slot 59,
15,Slot 7,Slot 42,Slot 51
16,Slot 8,Slot 40,Slot 49
17,Slot 6,Slot 47,Slot 55
18,Slot 39,Slot 46,Slot 50
19,Slot 9,Slot 53,
20,Slot 35,Slot 48,
21,Slot 46,Slot 52,
22,Slot 44,Slot 52,
23,Slot 43,Slot 44,
24,Slot 4,Slot 41,
25,Slot 40,Slot 41,
26,Slot 4,Slot 38,
27,Slot 38,Slot 39,
28,Slot 36,Slot 37,
29,Slot 3,Slot 35,
30,Slot 1,Slot 10,
31,Slot 17,Slot 19,
32,Slot 25,Slot 29,
33,Slot 20,Slot 33,
34,Slot 16,Slot 26,
35,Slot 2,Slot 18,
36,Slot 27,Slot 28,
37,Slot 2,Slot 22,
38,Slot 20,Slot 23,
39,Slot 12,Slot 33,
40,Slot 24,Slot 34,
41,Slot 26,Slot 27,
42,Slot 30,Slot 34,
43,Slot 21,Slot 23,
44,Slot 3,Slot 31,
45,Slot 11,Slot 36,
46,Slot 10,Slot 18,
47,Slot 21,Slot 32,
48,Slot 12,Slot 28,
49,Slot 22,Slot 32,
50,Slot 24,Slot 30,
