student,slot 1,slot 2,slot 3
1,Slot 57,Slot 59,Slot 60
2,Slot 44,Slot 45,
3,Slot 27,Slot 38,
4,Slot 16,Slot 28,
5,Slot 13,Slot 14,
6,Slot 18,Slot 19,
7,Slot 15,Slot 20,
8,Slot 2,Slot 19,
9,Slot 29,Slot 30,
10,Slot 61,Slot 62,Slot 66
11,Slot 53,Slot 54,Slot 55
12,Slot 44,Slot 49,Slot 56
13,Slot 43,Slot 63,
14,Slot 51,Slot 65,
15,Slot 50,Slot 67,
16,Slot 40,Slot 58,
17,Slot 47,Slot 64,
18,Slot 5,Slot 39,
19,Slot 38,Slot 39,
20,Slot 36,Slot 48,
21,Slot 36,Slot 46,
22,Slot 34,Slot 52,
23,Slot 6,Slot 43,
24,Slot 7,Slot 8,
25,Slot 41,Slot 42,
26,Slot 11,Slot 41,
27,Slot 4,Slot 17,
28,Slot 9,Slot 32,
29,Slot 4,Slot 40,
30,Slot 11,Slot 17,
31,Slot 3,Slot 31,
32,Slot 16,Slot 33,
33,Slot 1,Slot 28,
34,Slot 22,Slot 24,
35,Slot 1,Slot 25,
36,Slot 14,Slot 35,
37,Slot 29,Slot 37,
38,Slot 26,Slot 35,
39,Slot 12,Slot 13,
40,Slot 21,Slot 22,
41,Slot 20,Slot 23,
42,Slot 12,Slot 24,
43,Slot 33,Slot 34,
44,Slot 21,Slot 23,
45,Slot 15,Slot 18,
46,Slot 10,Slot 25,
47,Slot 2,Slot 10,
48,Slot 26,Slot 31,
49,Slot 3,Slot 27,
50,Slot 30,Slot 32,
