student,slot 1,slot 2,slot 3
1,Slot 6,Slot 7,Slot 8
2,Slot 44,Slot 45,
3,Slot 34,Slot 35,
4,Slot 12,Slot 13,
5,Slot 1,Slot 10,
6,Slot 3,Slot 15,
7,Slot 16,Slot 17,
8,Slot 22,Slot 25,
9,Slot 18,Slot 19,
10,Slot 50,Slot 51,Slot 52
11,Slot 9,Slot 53,Slot 55
12,Slot 48,Slot 56,Slot 67
13,Slot 58,Slot 60,
14,Slot 5,Slot 62,Slot 65
15,Slot 49,Slot 54,Slot 57
16,Slot 59,Slot 63,Slot 66
17,Slot 45,Slot 64,
18,Slot 44,Slot 61,
19,Slot 46,Slot 47,
20,Slot 42,Slot 43,
21,Slot 42,Slot 43,
22,Slot 40,Slot 41,
23,Slot 40,Slot 41,
24,Slot 4,Slot 39,
25,Slot 4,Slot 39,
26,Slot 37,Slot 38,
27,Slot 37,Slot 38,
28,Slot 28,Slot 36,
29,Slot 1,Slot 14,
30,Slot 16,Slot 31,
31,Slot 11,Slot 27,
32,Slot 30,Slot 32,
33,Slot 24,Slot 29,
34,Slot 11,Slot 25,
35,Slot 14,Slot 15,
36,Slot 20,Slot 24,
37,Slot 19,Slot 29,
38,Slot 2,Slot 26,
39,Slot 12,Slot 13,
40,Slot 21,Slot 22,
41,Slot 23,Slot 26,
42,Slot 32,Slot 33,
43,Slot 2,Slot 20,
44,Slot 10,Slot 17,
45,Slot 18,Slot 23,
46,Slot 28,Slot 35,
47,Slot 3,Slot 33,
48,Slot 34,Slot 36,
49,Slot 30,Slot 31,
50,Slot 21,Slot 27,
