student,slot 1,slot 2,slot 3
1,Slot 53,Slot 60,Slot 67
2,Slot 7,Slot 43,
3,Slot 12,Slot 14,
4,Slot 13,Slot 15,
5,Slot 25,Slot 28,
6,Slot 2,Slot 23,
7,Slot 16,Slot 17,
8,Slot 25,Slot 27,
9,Slot 36,Slot 37,
10,Slot 49,Slot 52,Slot 56
11,Slot 46,Slot 51,Slot 57
12,Slot 9,Slot 54,Slot 58
13,Slot 44,Slot 45,
14,Slot 55,Slot 62,Slot 66
15,Slot 61,Slot 63,Slot 64
16,Slot 47,Slot 48,
17,Slot 50,Slot 65,
18,Slot 4,Slot 40,
19,Slot 8,Slot 59,
20,Slot 37,Slot 38,
21,Slot 5,Slot 6,
22,Slot 4,Slot 42,
23,Slot 42,Slot 45,
24,Slot 34,Slot 41,
25,Slot 41,Slot 43,
26,Slot 38,Slot 40,
27,Slot 29,Slot 39,
28,Slot 31,Slot 35,
29,Slot 16,Slot 18,
30,Slot 21,Slot 22,
31,Slot 3,Slot 20,
32,Slot 14,Slot 15,
33,Slot 12,Slot 24,
34,Slot 1,Slot 13,
35,Slot 19,Slot 27,
36,Slot 24,Slot 35,
37,Slot 1,Slot 2,
38,Slot 26,Slot 31,
39,Slot 30,Slot 32,
40,Slot 17,Slot 34,
41,Slot 11,Slot 32,
42,Slot 10,Slot 21,
43,Slot 36,Slot 39,
44,Slot 18,Slot 19,
45,Slot 22,Slot 23,
46,Slot 10,Slot 11,
47,Slot 3,Slot 29,
48,Slot 26,Slot 28,
49,Slot 30,Slot 33,
50,Slot 20,Slot 33,
