student,slot 1,slot 2,slot 3
1,Slot 57,Slot 62,Slot 66
2,Slot 6,Slot 39,
3,Slot 27,Slot 39,
4,Slot 14,Slot 17,
5,Slot 34,Slot 35,
6,Slot 20,Slot 26,
7,Slot 17,Slot 25,
8,Slot 11,Slot 16,
9,Slot 15,Slot 16,
10,Slot 46,Slot 54,
11,Slot 50,Slot 53,Slot 59
12,Slot 9,Slot 44,Slot 51
13,Slot 55,Slot 63,Slot 64
14,Slot 45,Slot 58,Slot 61
15,Slot 42,Slot 65,Slot 67
16,Slot 8,Slot 41,
17,Slot 41,Slot 47,
18,Slot 4,Slot 49,
19,Slot 48,Slot 56,
20,Slot 38,Slot 60,
21,Slot 5,Slot 36,
22,Slot 7,Slot 35,
23,Slot 43,Slot 44,
24,Slot 33,Slot 52,
25,Slot 33,Slot 43,
26,Slot 24,Slot 42,
27,Slot 30,Slot 40,
28,Slot 4,Slot 40,
29,Slot 22,Slot 37,
30,Slot 18,Slot 19,
31,Slot 27,Slot 28,
32,Slot 22,Slot 23,
33,Slot 31,Slot 34,
34,Slot 36,Slot 37,
35,Slot 2,Slot 20,
36,Slot 19,Slot 21,
37,Slot 1,Slot 15,
38,Slot 24,Slot 28,
39,Slot 25,Slot 26,
40,Slot 23,Slot 32,
41,Slot 10,Slot 11,
42,Slot 10,Slot 12,
43,Slot 3,Slot 31,
44,Slot 13,Slot 29,
45,Slot 30,Slot 32,
46,Slot 14,Slot 21,
47,Slot 18,Slot 38,
48,Slot 2,Slot 3,
49,Slot 13,Slot 29,
50,Slot 1,Slot 12,
