student,slot 1,slot 2,slot 3
1,Slot 1,Slot 13,
2,Slot 35,Slot 41,Slot 42
3,Slot 8,Slot 10,Slot 66
4,Slot 2,Slot 19,
5,Slot 24,Slot 45,Slot 55
6,Slot 2,Slot 34,Slot 43
7,Slot 5,Slot 23,Slot 25
8,Slot 23,Slot 26,Slot 57
9,Slot 37,Slot 40,Slot 66
10,Slot 25,Slot 27,Slot 58
11,Slot 27,Slot 61,Slot 62
12,Slot 6,Slot 29,Slot 67
13,Slot 52,Slot 55,Slot 56
14,Slot 5,Slot 28,Slot 54
15,Slot 3,Slot 30,
16,Slot 29,Slot 46,Slot 48
17,Slot 21,Slot 31,Slot 49
18,Slot 4,Slot 31,Slot 32
19,Slot 7,Slot 36,Slot 51
20,Slot 19,Slot 33,Slot 37
21,Slot 16,Slot 67,
22,Slot 12,Slot 45,Slot 60
23,Slot 49,Slot 52,
24,Slot 9,Slot 11,Slot 32
25,Slot 14,Slot 15,Slot 58
26,Slot 22,Slot 36,Slot 50
27,Slot 14,Slot 17,
28,Slot 20,Slot 38,
29,Slot 7,Slot 41,
30,Slot 11,Slot 30,Slot 63
31,Slot 34,Slot 65,
32,Slot 42,Slot 51,Slot 64
33,Slot 17,Slot 54,
34,Slot 9,Slot 33,
35,Slot 8,Slot 28,Slot 39
36,Slot 46,Slot 60,Slot 61
37,Slot 10,Slot 12,
38,Slot 16,Slot 48,
39,Slot 40,Slot 53,
40,Slot 38,Slot 44,Slot 53
41,Slot 1,Slot 6,Slot 39
42,Slot 18,Slot 59,Slot 65
43,Slot 20,Slot 21,Slot 62
44,Slot 22,Slot 35,Slot 50
45,Slot 18,Slot 47,Slot 56
46,Slot 13,Slot 24,Slot 64
47,Slot 15,Slot 57,Slot 63
48,Slot 4,Slot 47,
49,Slot 26,Slot 59,
50,Slot 3,Slot 43,Slot 44
