student,slot 1,slot 2,slot 3
1,Slot 24,Slot 64,
2,Slot 29,Slot 43,Slot 47
3,Slot 10,Slot 37,Slot 45
4,Slot 14,Slot 17,Slot 46
5,Slot 11,Slot 28,Slot 62
6,Slot 23,Slot 33,Slot 49
7,Slot 25,Slot 40,Slot 43
8,Slot 25,Slot 33,Slot 39
9,Slot 27,Slot 31,
10,Slot 64,Slot 65,
11,Slot 58,Slot 61,
12,Slot 9,Slot 26,
13,Slot 12,Slot 58,
14,Slot 6,Slot 59,Slot 63
15,Slot 19,Slot 54,Slot 57
16,Slot 8,Slot 32,Slot 52
17,Slot 22,Slot 29,Slot 55
18,Slot 27,Slot 31,Slot 47
19,Slot 34,Slot 38,
20,Slot 3,Slot 5,Slot 20
21,Slot 18,Slot 36,Slot 52
22,Slot 7,Slot 50,Slot 54
23,Slot 44,Slot 46,Slot 51
24,Slot 13,Slot 30,
25,Slot 4,Slot 13,Slot 16
26,Slot 3,Slot 7,Slot 61
27,Slot 16,Slot 63,
28,Slot 2,Slot 38,Slot 48
29,Slot 6,Slot 23,
30,Slot 19,Slot 28,Slot 55
31,Slot 35,Slot 57,Slot 67
32,Slot 35,Slot 37,Slot 42
33,Slot 1,Slot 42,
34,Slot 30,Slot 66,
35,Slot 18,Slot 21,
36,Slot 53,Slot 56,Slot 60
37,Slot 10,Slot 39,Slot 53
38,Slot 15,Slot 20,Slot 44
39,Slot 12,Slot 49,
40,Slot 5,Slot 36,Slot 50
41,Slot 11,Slot 34,Slot 48
42,Slot 56,Slot 65,
43,Slot 21,Slot 24,Slot 41
44,Slot 22,Slot 62,Slot 66
45,Slot 4,Slot 15,Slot 59
46,Slot 14,Slot 17,Slot 67
47,Slot 2,Slot 32,Slot 60
48,Slot 8,Slot 41,Slot 45
49,Slot 1,Slot 9,
50,Slot 26,Slot 40,Slot 51
