student,slot 1,slot 2,slot 3
1,Slot 32,Slot 63,
2,Slot 27,Slot 40,Slot 45
3,Slot 12,Slot 50,Slot 66
4,Slot 12,Slot 25,
5,Slot 1,Slot 10,Slot 56
6,Slot 19,Slot 36,Slot 42
7,Slot 3,Slot 30,Slot 39
8,Slot 3,Slot 5,Slot 21
9,Slot 7,Slot 15,Slot 35
10,Slot 23,Slot 54,
11,Slot 7,Slot 33,Slot 57
12,Slot 60,Slot 61,Slot 67
13,Slot 54,Slot 60,Slot 63
14,Slot 18,Slot 38,Slot 52
15,Slot 5,Slot 32,Slot 36
16,Slot 44,Slot 47,Slot 49
17,Slot 13,Slot 31,Slot 51
18,Slot 4,Slot 33,Slot 40
19,Slot 8,Slot 37,Slot 38
20,Slot 22,Slot 34,Slot 43
21,Slot 16,Slot 48,
22,Slot 6,Slot 46,Slot 65
23,Slot 28,Slot 42,Slot 55
24,Slot 35,Slot 57,
25,Slot 13,Slot 15,Slot 48
26,Slot 16,Slot 27,Slot 55
27,Slot 17,Slot 30,
28,Slot 25,Slot 39,
29,Slot 18,Slot 31,
30,Slot 2,Slot 22,Slot 51
31,Slot 19,Slot 37,
32,Slot 41,Slot 44,Slot 52
33,Slot 2,Slot 50,
34,Slot 21,Slot 34,
35,Slot 11,Slot 23,
36,Slot 58,Slot 59,Slot 64
37,Slot 10,Slot 66,
38,Slot 49,Slot 59,
39,Slot 11,Slot 53,
40,Slot 14,Slot 45,Slot 62
41,Slot 9,Slot 41,Slot 43
42,Slot 9,Slot 64,Slot 65
43,Slot 20,Slot 26,Slot 58
44,Slot 26,Slot 28,Slot 56
45,Slot 4,Slot 24,Slot 53
46,Slot 8,Slot 17,Slot 29
47,Slot 20,Slot 62,Slot 67
48,Slot 24,Slot 47,
49,Slot 1,Slot 14,Slot 61
50,Slot 6,Slot 29,Slot 46
