student,slot 1,slot 2,slot 3
1,Slot 28,Slot 37,
2,Slot 45,Slot 48,Slot 49
3,Slot 24,Slot 33,Slot 62
4,Slot 2,Slot 16,
5,Slot 30,Slot 56,Slot 63
6,Slot 29,Slot 39,Slot 44
7,Slot 22,Slot 42,Slot 53
8,Slot 31,Slot 53,Slot 54
9,Slot 3,Slot 7,Slot 33
10,Slot 18,Slot 59,
11,Slot 26,Slot 60,Slot 67
12,Slot 11,Slot 61,Slot 65
13,Slot 6,Slot 7,Slot 57
14,Slot 40,Slot 54,Slot 64
15,Slot 18,Slot 66,
16,Slot 47,Slot 52,Slot 59
17,Slot 3,Slot 5,Slot 15
18,Slot 14,Slot 38,Slot 44
19,Slot 9,Slot 35,
20,Slot 4,Slot 23,Slot 46
21,Slot 13,Slot 66,
22,Slot 11,Slot 49,Slot 61
23,Slot 5,Slot 43,Slot 52
24,Slot 17,Slot 27,
25,Slot 2,Slot 20,Slot 38
26,Slot 22,Slot 34,Slot 57
27,Slot 21,Slot 23,
28,Slot 12,Slot 29,
29,Slot 13,Slot 62,
30,Slot 25,Slot 28,
31,Slot 6,Slot 20,Slot 51
32,Slot 27,Slot 34,Slot 67
33,Slot 31,Slot 40,
34,Slot 12,Slot 55,
35,Slot 8,Slot 14,Slot 19
36,Slot 36,Slot 50,Slot 56
37,Slot 1,Slot 10,
38,Slot 15,Slot 41,
39,Slot 4,Slot 9,Slot 10
40,Slot 37,Slot 47,Slot 51
41,Slot 32,Slot 41,Slot 43
42,Slot 21,Slot 60,Slot 63
43,Slot 24,Slot 32,Slot 46
44,Slot 35,Slot 36,Slot 58
45,Slot 19,Slot 30,Slot 42
46,Slot 8,Slot 17,Slot 65
47,Slot 16,Slot 55,Slot 58
48,Slot 45,Slot 50,
49,Slot 1,Slot 26,Slot 64
50,Slot 25,Slot 39,Slot 48
