student,slot 1,slot 2,slot 3
1,Slot 1,Slot 62,
2,Slot 34,Slot 43,Slot 46
3,Slot 9,Slot 41,
4,Slot 2,Slot 45,
5,Slot 13,Slot 14,Slot 54
6,Slot 21,Slot 35,Slot 41
7,Slot 23,Slot 27,Slot 48
8,Slot 27,Slot 28,Slot 52
9,Slot 28,Slot 35,Slot 63
10,Slot 3,Slot 26,Slot 57
11,Slot 14,Slot 31,Slot 64
12,Slot 61,Slot 66,Slot 67
13,Slot 58,Slot 60,Slot 61
14,Slot 5,Slot 29,Slot 46
15,Slot 32,Slot 33,
16,Slot 3,Slot 47,Slot 49
17,Slot 25,Slot 33,Slot 48
18,Slot 38,Slot 39,Slot 42
19,Slot 4,Slot 34,Slot 67
20,Slot 2,Slot 38,Slot 40
21,Slot 8,Slot 12,
22,Slot 10,Slot 45,Slot 59
23,Slot 36,Slot 52,
24,Slot 10,Slot 29,
25,Slot 12,Slot 24,Slot 57
26,Slot 19,Slot 32,Slot 55
27,Slot 7,Slot 15,Slot 17
28,Slot 16,Slot 17,
29,Slot 8,Slot 30,
30,Slot 18,Slot 24,
31,Slot 22,Slot 36,
32,Slot 39,Slot 47,Slot 63
33,Slot 22,Slot 49,
34,Slot 9,Slot 19,Slot 62
35,Slot 7,Slot 15,Slot 20
36,Slot 4,Slot 56,Slot 59
37,Slot 11,Slot 56,
38,Slot 11,Slot 51,
39,Slot 16,Slot 50,
40,Slot 40,Slot 44,Slot 58
41,Slot 18,Slot 37,Slot 53
42,Slot 20,Slot 64,Slot 65
43,Slot 6,Slot 23,Slot 54
44,Slot 26,Slot 37,Slot 53
45,Slot 21,Slot 51,Slot 55
46,Slot 13,Slot 25,Slot 66
47,Slot 6,Slot 50,Slot 65
48,Slot 5,Slot 44,
49,Slot 1,Slot 31,Slot 60
50,Slot 30,Slot 42,Slot 43
