student,slot 1,slot 2,slot 3
1,Slot 1,Slot 67,
2,Slot 38,Slot 47,Slot 49
3,Slot 11,Slot 41,Slot 63
4,Slot 18,Slot 28,
5,Slot 17,Slot 57,Slot 59
6,Slot 23,Slot 32,Slot 46
7,Slot 29,Slot 33,Slot 43
8,Slot 27,Slot 31,Slot 52
9,Slot 7,Slot 40,Slot 65
10,Slot 1,Slot 24,
11,Slot 14,Slot 31,Slot 62
12,Slot 12,Slot 56,Slot 67
13,Slot 6,Slot 61,Slot 62
14,Slot 3,Slot 17,Slot 53
15,Slot 5,Slot 15,Slot 18
16,Slot 5,Slot 39,Slot 54
17,Slot 27,Slot 33,Slot 56
18,Slot 34,Slot 35,Slot 43
19,Slot 3,Slot 34,
20,Slot 23,Slot 36,Slot 45
21,Slot 20,Slot 50,
22,Slot 13,Slot 47,Slot 65
23,Slot 40,Slot 45,Slot 51
24,Slot 13,Slot 28,
25,Slot 2,Slot 15,Slot 50
26,Slot 4,Slot 25,Slot 55
27,Slot 2,Slot 19,
28,Slot 6,Slot 20,
29,Slot 21,Slot 24,
30,Slot 26,Slot 55,Slot 57
31,Slot 35,Slot 42,Slot 60
32,Slot 4,Slot 29,Slot 36
33,Slot 10,Slot 30,
34,Slot 16,Slot 39,
35,Slot 8,Slot 30,Slot 53
36,Slot 46,Slot 63,Slot 64
37,Slot 8,Slot 10,Slot 16
38,Slot 12,Slot 54,
39,Slot 51,Slot 60,
40,Slot 41,Slot 48,Slot 58
41,Slot 19,Slot 38,Slot 44
42,Slot 21,Slot 64,
43,Slot 22,Slot 52,Slot 66
44,Slot 25,Slot 37,Slot 58
45,Slot 22,Slot 37,Slot 48
46,Slot 7,Slot 14,Slot 26
47,Slot 9,Slot 61,Slot 66
48,Slot 9,Slot 44,
49,Slot 11,Slot 59,
50,Slot 32,Slot 42,Slot 49
