student,slot 1,slot 2,slot 3
1,Slot 8,Slot 36,
2,Slot 50,Slot 56,Slot 59
3,Slot 13,Slot 42,Slot 44
4,Slot 2,Slot 17,Slot 61
5,Slot 4,Slot 12,Slot 33
6,Slot 7,Slot 17,Slot 35
7,Slot 5,Slot 25,Slot 63
8,Slot 26,Slot 32,Slot 40
9,Slot 6,Slot 34,
10,Slot 28,Slot 60,
11,Slot 57,Slot 63,
12,Slot 3,Slot 67,
13,Slot 26,Slot 29,
14,Slot 29,Slot 30,Slot 58
15,Slot 24,Slot 39,Slot 60
16,Slot 53,Slot 58,Slot 65
17,Slot 18,Slot 48,Slot 53
18,Slot 3,Slot 15,Slot 51
19,Slot 30,Slot 41,Slot 49
20,Slot 31,Slot 33,Slot 54
21,Slot 11,Slot 27,Slot 62
22,Slot 19,Slot 20,Slot 55
23,Slot 11,Slot 38,Slot 64
24,Slot 5,Slot 15,Slot 37
25,Slot 14,Slot 47,Slot 59
26,Slot 31,Slot 45,Slot 49
27,Slot 14,Slot 22,Slot 39
28,Slot 9,Slot 25,Slot 44
29,Slot 9,Slot 27,
30,Slot 13,Slot 40,Slot 67
31,Slot 23,Slot 35,
32,Slot 43,Slot 45,Slot 46
33,Slot 7,Slot 10,
34,Slot 21,Slot 66,
35,Slot 24,Slot 32,Slot 47
36,Slot 38,Slot 46,Slot 65
37,Slot 6,Slot 19,Slot 52
38,Slot 55,Slot 61,
39,Slot 48,Slot 62,
40,Slot 8,Slot 16,Slot 56
41,Slot 2,Slot 50,Slot 51
42,Slot 20,Slot 23,
43,Slot 18,Slot 22,Slot 57
44,Slot 4,Slot 28,Slot 64
45,Slot 36,Slot 43,
46,Slot 1,Slot 16,
47,Slot 21,Slot 37,Slot 66
48,Slot 10,Slot 42,
49,Slot 1,Slot 34,Slot 52
50,Slot 12,Slot 41,Slot 54
