student,slot 1,slot 2,slot 3
1,Slot 8,Slot 33,
2,Slot 30,Slot 38,Slot 40
3,Slot 2,Slot 33,Slot 56
4,Slot 4,Slot 13,Slot 14
5,Slot 16,Slot 59,Slot 65
6,Slot 23,Slot 52,Slot 61
7,Slot 26,Slot 28,Slot 48
8,Slot 3,Slot 12,Slot 38
9,Slot 3,Slot 35,
10,Slot 29,Slot 67,
11,Slot 15,Slot 46,
12,Slot 51,Slot 55,
13,Slot 48,Slot 57,Slot 67
14,Slot 41,Slot 44,Slot 61
15,Slot 22,Slot 24,Slot 63
16,Slot 6,Slot 36,Slot 54
17,Slot 17,Slot 32,Slot 54
18,Slot 32,Slot 37,Slot 49
19,Slot 2,Slot 36,
20,Slot 1,Slot 53,Slot 59
21,Slot 7,Slot 46,Slot 60
22,Slot 18,Slot 51,Slot 63
23,Slot 35,Slot 39,Slot 43
24,Slot 6,Slot 9,Slot 19
25,Slot 4,Slot 19,Slot 25
26,Slot 11,Slot 21,Slot 55
27,Slot 42,Slot 50,Slot 64
28,Slot 7,Slot 29,
29,Slot 26,Slot 52,Slot 60
30,Slot 27,Slot 28,
31,Slot 22,Slot 31,Slot 56
32,Slot 23,Slot 39,Slot 53
33,Slot 10,Slot 15,
34,Slot 20,Slot 57,
35,Slot 13,Slot 25,
36,Slot 5,Slot 11,Slot 42
37,Slot 1,Slot 65,
38,Slot 34,Slot 64,
39,Slot 12,Slot 66,
40,Slot 20,Slot 47,Slot 49
41,Slot 30,Slot 45,Slot 47
42,Slot 14,Slot 58,
43,Slot 9,Slot 21,Slot 43
44,Slot 27,Slot 31,Slot 62
45,Slot 17,Slot 40,Slot 41
46,Slot 8,Slot 16,Slot 18
47,Slot 37,Slot 45,Slot 58
48,Slot 5,Slot 44,
49,Slot 10,Slot 62,Slot 66
50,Slot 24,Slot 34,Slot 50
