student,slot 1,slot 2,slot 3
1,Slot 1,Slot 27,
2,Slot 39,Slot 41,Slot 42
3,Slot 16,Slot 42,Slot 65
4,Slot 20,Slot 25,
5,Slot 11,Slot 24,Slot 49
6,Slot 25,Slot 33,Slot 39
7,Slot 17,Slot 27,Slot 46
8,Slot 3,Slot 26,Slot 55
9,Slot 9,Slot 36,Slot 61
10,Slot 30,Slot 32,Slot 56
11,Slot 59,Slot 60,Slot 67
12,Slot 6,Slot 12,Slot 53
13,Slot 58,Slot 62,Slot 64
14,Slot 5,Slot 23,Slot 54
15,Slot 7,Slot 29,Slot 55
16,Slot 44,Slot 52,Slot 57
17,Slot 49,Slot 61,
18,Slot 4,Slot 20,Slot 37
19,Slot 8,Slot 37,Slot 38
20,Slot 22,Slot 41,Slot 50
21,Slot 13,Slot 66,
22,Slot 2,Slot 6,Slot 40
23,Slot 43,Slot 47,
24,Slot 13,Slot 31,
25,Slot 11,Slot 14,Slot 62
26,Slot 24,Slot 36,Slot 51
27,Slot 14,Slot 17,
28,Slot 19,Slot 33,
29,Slot 7,Slot 19,
30,Slot 15,Slot 18,Slot 48
31,Slot 2,Slot 31,
32,Slot 34,Slot 44,Slot 66
33,Slot 21,Slot 45,
34,Slot 8,Slot 35,
35,Slot 22,Slot 35,
36,Slot 4,Slot 59,Slot 63
37,Slot 10,Slot 12,Slot 67
38,Slot 15,Slot 47,
39,Slot 16,Slot 45,
40,Slot 38,Slot 40,Slot 56
41,Slot 21,Slot 34,Slot 51
42,Slot 26,Slot 60,Slot 65
43,Slot 23,Slot 28,Slot 53
44,Slot 3,Slot 32,Slot 52
45,Slot 18,Slot 48,Slot 54
46,Slot 1,Slot 29,Slot 63
47,Slot 9,Slot 58,Slot 64
48,Slot 43,Slot 50,
49,Slot 10,Slot 30,Slot 57
50,Slot 5,Slot 28,Slot 46
